QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,True,False,Expecting ':' delimiter: line 8 column 20 (char 154),-1,-1,0,0,0,-1,0,0
1146004,True,False,Expecting property name enclosed in double quotes: line 8 column 80 (char 174),-1,-1,0,0,0,-1,0,0
1173001,True,False,Expecting value: line 8 column 10 (char 302),-1,-1,0,0,0,-1,0,0
1173002,True,False,"Expecting ',' delimiter: line 8 column 22 (char 116)",-1,-1,0,0,0,-1,0,0
1173003,True,False,Invalid control character at: line 6 column 17 (char 147),-1,-1,0,0,0,-1,0,0
1173004,True,False,Invalid control character at: line 7 column 17 (char 125),-1,-1,0,0,0,-1,0,0
1173005,True,False,Expecting ':' delimiter: line 8 column 11 (char 104),-1,-1,0,0,0,-1,0,0
1213249,True,False,Expecting ':' delimiter: line 6 column 168 (char 298),-1,-1,0,0,0,-1,0,0
1433792,True,False,Expecting property name enclosed in double quotes: line 8 column 72 (char 163),-1,-1,0,0,0,-1,0,0
5100002,True,False,Expecting property name enclosed in double quotes: line 8 column 102 (char 202),-1,-1,0,0,0,-1,0,0
5100003,True,False,Expecting ':' delimiter: line 8 column 20 (char 150),-1,-1,0,0,0,-1,0,0
500000002,True,False,Expecting ':' delimiter: line 9 column 11 (char 106),-1,-1,0,0,0,-1,0,0
500000003,True,False,Invalid control character at: line 5 column 32 (char 87),-1,-1,0,0,0,-1,0,0
500000005,True,False,Expecting ':' delimiter: line 6 column 63 (char 193),-1,-1,0,0,0,-1,0,0
500100002,True,False,Expecting property name enclosed in double quotes: line 8 column 16 (char 108),-1,-1,0,0,0,-1,0,0
500100003,True,False,Expecting ':' delimiter: line 8 column 172 (char 264),-1,-1,0,0,0,-1,0,0
500100004,True,False,Invalid control character at: line 5 column 51 (char 100),-1,-1,0,0,0,-1,0,0
500100005,True,False,Expecting value: line 8 column 126 (char 222),-1,-1,0,0,0,-1,0,0
500100006,True,False,Expecting ':' delimiter: line 4 column 80 (char 195),-1,-1,0,0,0,-1,0,0
500100007,True,False,Invalid control character at: line 5 column 46 (char 94),-1,-1,0,0,0,-1,0,0
500100008,True,False,Invalid control character at: line 5 column 33 (char 81),-1,-1,0,0,0,-1,0,0
500100009,True,False,"Expecting ',' delimiter: line 10 column 40 (char 303)",-1,-1,0,0,0,-1,0,0
500100010,True,False,Invalid control character at: line 7 column 112 (char 202),-1,-1,0,0,0,-1,0,0
500100011,True,False,"Expecting ',' delimiter: line 8 column 22 (char 113)",-1,-1,0,0,0,-1,0,0
500100012,True,False,Invalid control character at: line 7 column 16 (char 151),-1,-1,0,0,0,-1,0,0
500100013,True,False,Expecting property name enclosed in double quotes: line 8 column 73 (char 168),-1,-1,0,0,0,-1,0,0
500100014,True,False,"Expecting ',' delimiter: line 6 column 1 (char 98)",-1,-1,0,0,0,-1,0,0
500100015,True,False,Expecting ':' delimiter: line 7 column 130 (char 223),-1,-1,0,0,0,-1,0,0
500100016,True,False,Expecting ':' delimiter: line 7 column 8 (char 208),-1,-1,0,0,0,-1,0,0
500100017,True,False,Invalid control character at: line 7 column 17 (char 159),-1,-1,0,0,0,-1,0,0
500100018,True,False,Expecting property name enclosed in double quotes: line 8 column 1 (char 175),-1,-1,0,0,0,-1,0,0
500100019,True,False,Expecting property name enclosed in double quotes: line 8 column 1 (char 204),-1,-1,0,0,0,-1,0,0
500100020,True,False,Invalid control character at: line 5 column 42 (char 92),-1,-1,0,0,0,-1,0,0
500100021,True,False,Invalid control character at: line 5 column 53 (char 105),-1,-1,0,0,0,-1,0,0
500100022,True,False,"Expecting ',' delimiter: line 9 column 1 (char 380)",-1,-1,0,0,0,-1,0,0
500100023,True,False,Expecting value: line 8 column 175 (char 273),-1,-1,0,0,0,-1,0,0
500100024,True,False,Expecting ':' delimiter: line 7 column 139 (char 230),-1,-1,0,0,0,-1,0,0
500100025,True,False,Invalid control character at: line 4 column 46 (char 94),-1,-1,0,0,0,-1,0,0
500100026,True,False,Expecting ':' delimiter: line 4 column 39 (char 136),-1,-1,0,0,0,-1,0,0
500100027,True,False,Expecting ':' delimiter: line 7 column 131 (char 225),-1,-1,0,0,0,-1,0,0
500100028,True,False,Expecting value: line 14 column 9 (char 395),-1,-1,0,0,0,-1,0,0
500100029,True,False,Expecting property name enclosed in double quotes: line 8 column 16 (char 112),-1,-1,0,0,0,-1,0,0
500100030,True,False,Expecting property name enclosed in double quotes: line 8 column 1 (char 167),-1,-1,0,0,0,-1,0,0
500100031,True,False,Invalid control character at: line 5 column 38 (char 107),-1,-1,0,0,0,-1,0,0
500100032,True,False,Expecting ':' delimiter: line 10 column 20 (char 173),-1,-1,0,0,0,-1,0,0
500100033,True,False,"Expecting ',' delimiter: line 1 column 130 (char 129)",-1,-1,0,0,0,-1,0,0
500100034,True,False,Expecting property name enclosed in double quotes: line 10 column 10 (char 133),-1,-1,0,0,0,-1,0,0
500100035,True,False,Expecting property name enclosed in double quotes: line 8 column 1 (char 112),-1,-1,0,0,0,-1,0,0
500100036,True,False,Expecting ':' delimiter: line 7 column 148 (char 243),-1,-1,0,0,0,-1,0,0
500100037,True,False,Expecting property name enclosed in double quotes: line 8 column 17 (char 111),-1,-1,0,0,0,-1,0,0
500100038,True,False,Invalid control character at: line 5 column 52 (char 114),-1,-1,0,0,0,-1,0,0
500100039,True,False,Expecting ':' delimiter: line 7 column 11 (char 144),-1,-1,0,0,0,-1,0,0
500100040,True,False,Expecting property name enclosed in double quotes: line 4 column 10 (char 277),-1,-1,0,0,0,-1,0,0
500100041,True,False,Expecting ':' delimiter: line 7 column 14 (char 107),-1,-1,0,0,0,-1,0,0
500100042,True,False,Expecting ':' delimiter: line 7 column 12 (char 105),-1,-1,0,0,0,-1,0,0
500100043,True,False,Expecting ':' delimiter: line 8 column 20 (char 167),-1,-1,0,0,0,-1,0,0
500100044,True,False,Expecting property name enclosed in double quotes: line 5 column 8 (char 200),-1,-1,0,0,0,-1,0,0
500100045,True,False,Expecting ':' delimiter: line 10 column 69 (char 204),-1,-1,0,0,0,-1,0,0
500100046,True,False,Invalid control character at: line 7 column 124 (char 216),-1,-1,0,0,0,-1,0,0
500100047,True,False,Expecting ':' delimiter: line 10 column 7 (char 316),-1,-1,0,0,0,-1,0,0
500100048,True,False,Expecting property name enclosed in double quotes: line 9 column 5 (char 184),-1,-1,0,0,0,-1,0,0
500100049,True,False,Invalid control character at: line 5 column 12 (char 191),-1,-1,0,0,0,-1,0,0
500100050,True,False,Invalid control character at: line 4 column 60 (char 109),-1,-1,0,0,0,-1,0,0
500100051,True,False,Invalid control character at: line 4 column 45 (char 96),-1,-1,0,0,0,-1,0,0
500100052,True,False,Expecting ':' delimiter: line 8 column 109 (char 223),-1,-1,0,0,0,-1,0,0
500100053,True,False,Expecting property name enclosed in double quotes: line 12 column 4 (char 208),-1,-1,0,0,0,-1,0,0
500100054,True,False,Expecting property name enclosed in double quotes: line 8 column 80 (char 176),-1,-1,0,0,0,-1,0,0
500100055,True,False,Expecting property name enclosed in double quotes: line 8 column 17 (char 131),-1,-1,0,0,0,-1,0,0
500100056,True,False,Expecting ':' delimiter: line 8 column 109 (char 200),-1,-1,0,0,0,-1,0,0
500100057,True,False,Invalid control character at: line 4 column 47 (char 96),-1,-1,0,0,0,-1,0,0
500100058,True,False,Expecting ':' delimiter: line 7 column 116 (char 206),-1,-1,0,0,0,-1,0,0
500100059,True,False,Invalid control character at: line 4 column 31 (char 92),-1,-1,0,0,0,-1,0,0
500100060,True,False,Invalid control character at: line 5 column 31 (char 93),-1,-1,0,0,0,-1,0,0
500100061,True,False,Invalid control character at: line 5 column 39 (char 89),-1,-1,0,0,0,-1,0,0
500100062,True,False,Invalid control character at: line 4 column 38 (char 99),-1,-1,0,0,0,-1,0,0
500100063,True,False,Invalid control character at: line 5 column 51 (char 103),-1,-1,0,0,0,-1,0,0
500100064,True,False,Expecting ':' delimiter: line 4 column 69 (char 216),-1,-1,0,0,0,-1,0,0
500100065,True,False,Invalid control character at: line 4 column 48 (char 113),-1,-1,0,0,0,-1,0,0
500100066,True,False,Invalid control character at: line 5 column 51 (char 106),-1,-1,0,0,0,-1,0,0
