QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,True,False,"Expecting ',' delimiter: line 120 column 1 (char 1712)",-1,-1,0,0,0,-1,0,0
1146004,True,False,"Expecting ',' delimiter: line 111 column 1 (char 1533)",-1,-1,0,0,0,-1,0,0
1173001,True,False,"Expecting ',' delimiter: line 120 column 1 (char 1978)",-1,-1,0,0,0,-1,0,0
1173002,True,False,"Expecting ',' delimiter: line 85 column 1 (char 1236)",-1,-1,0,0,0,-1,0,0
1173003,True,False,"Expecting ',' delimiter: line 111 column 1 (char 1588)",-1,-1,0,0,0,-1,0,0
1173004,True,False,Expecting property name enclosed in double quotes: line 1 column 1105 (char 1104),-1,-1,0,0,0,-1,0,0
1173005,False,True,,1,-1,0,4,0,-1,4.25,-1.25
1213249,True,False,"Expecting ',' delimiter: line 88 column 1 (char 1229)",-1,-1,0,0,0,-1,0,0
1433792,True,False,"Expecting ',' delimiter: line 1 column 1713 (char 1712)",-1,-1,0,0,0,-1,0,0
5100002,True,False,"Expecting ',' delimiter: line 91 column 1 (char 1222)",-1,-1,0,0,0,-1,0,0
5100003,True,False,"Expecting ',' delimiter: line 1 column 1242 (char 1241)",-1,-1,0,0,0,-1,0,0
500000002,True,False,"Expecting ',' delimiter: line 126 column 1 (char 1830)",-1,-1,0,0,0,-1,0,0
500000003,True,False,"Expecting ',' delimiter: line 1 column 1235 (char 1234)",-1,-1,0,0,0,-1,0,0
500000005,False,True,,1,-1,0,4,1,-1,4.0,-0.20000000000000018
500100002,True,False,"Expecting ',' delimiter: line 60 column 2 (char 697)",-1,-1,0,0,0,-1,0,0
500100003,True,False,"Expecting ',' delimiter: line 1 column 1324 (char 1323)",-1,-1,0,0,0,-1,0,0
500100004,True,False,"Expecting ',' delimiter: line 1 column 1324 (char 1323)",-1,-1,0,0,0,-1,0,0
500100005,True,False,"Expecting ',' delimiter: line 1 column 1324 (char 1323)",-1,-1,0,0,0,-1,0,0
500100006,True,False,"Expecting ',' delimiter: line 74 column 1 (char 1046)",-1,-1,0,0,0,-1,0,0
500100007,True,False,"Expecting ',' delimiter: line 114 column 1 (char 1568)",-1,-1,0,0,0,-1,0,0
500100008,True,False,"Expecting ',' delimiter: line 111 column 1 (char 1538)",-1,-1,0,0,0,-1,0,0
500100009,True,False,"Expecting ',' delimiter: line 111 column 1 (char 1527)",-1,-1,0,0,0,-1,0,0
500100010,True,False,"Expecting ',' delimiter: line 111 column 1 (char 1527)",-1,-1,0,0,0,-1,0,0
500100011,True,False,"Expecting ',' delimiter: line 111 column 1 (char 1527)",-1,-1,0,0,0,-1,0,0
500100012,True,False,"Expecting ',' delimiter: line 1 column 1552 (char 1551)",-1,-1,0,0,0,-1,0,0
500100013,True,False,"Expecting ',' delimiter: line 95 column 2 (char 1217)",-1,-1,0,0,0,-1,0,0
500100014,True,False,"Expecting ',' delimiter: line 1 column 1512 (char 1511)",-1,-1,0,0,0,-1,0,0
500100015,True,False,"Expecting ',' delimiter: line 1 column 1033 (char 1032)",-1,-1,0,0,0,-1,0,0
500100016,True,False,"Expecting ',' delimiter: line 75 column 2 (char 1029)",-1,-1,0,0,0,-1,0,0
500100017,True,False,"Expecting ',' delimiter: line 75 column 2 (char 1029)",-1,-1,0,0,0,-1,0,0
500100018,True,False,"Expecting ',' delimiter: line 75 column 2 (char 1029)",-1,-1,0,0,0,-1,0,0
500100019,True,False,"Expecting ',' delimiter: line 74 column 2 (char 901)",-1,-1,0,0,0,-1,0,0
500100020,True,False,"Expecting ',' delimiter: line 74 column 2 (char 901)",-1,-1,0,0,0,-1,0,0
500100021,True,False,"Expecting ',' delimiter: line 74 column 2 (char 901)",-1,-1,0,0,0,-1,0,0
500100022,True,False,"Expecting ',' delimiter: line 74 column 2 (char 901)",-1,-1,0,0,0,-1,0,0
500100023,True,False,"Expecting ',' delimiter: line 94 column 1 (char 1581)",-1,-1,0,0,0,-1,0,0
500100024,False,True,,1,-1,0,3,3,-1,4.0,-0.3333333333333335
500100025,False,True,,1,-1,0,3,5,-1,4.0,-1.625
500100026,False,True,,1,-1,0,3,7,-1,4.0,-1.4
500100027,True,False,"Expecting ',' delimiter: line 1 column 1509 (char 1508)",-1,-1,0,0,0,-1,0,0
500100028,False,True,,1,-1,0,4,3,-1,4.0,0.14285714285714324
500100029,True,False,"Expecting ',' delimiter: line 126 column 1 (char 1819)",-1,-1,0,0,0,-1,0,0
500100030,True,False,"Expecting ',' delimiter: line 103 column 1 (char 1483)",-1,-1,0,0,0,-1,0,0
500100031,True,False,"Expecting ',' delimiter: line 103 column 1 (char 1483)",-1,-1,0,0,0,-1,0,0
500100032,True,False,"Expecting ',' delimiter: line 103 column 1 (char 1483)",-1,-1,0,0,0,-1,0,0
500100033,True,False,"Expecting ',' delimiter: line 100 column 2 (char 1319)",-1,-1,0,0,0,-1,0,0
500100034,True,False,"Expecting ',' delimiter: line 94 column 2 (char 1277)",-1,-1,0,0,0,-1,0,0
500100035,True,False,"Expecting ',' delimiter: line 94 column 2 (char 1277)",-1,-1,0,0,0,-1,0,0
500100036,True,False,"Expecting ',' delimiter: line 94 column 2 (char 1277)",-1,-1,0,0,0,-1,0,0
500100037,True,False,"Expecting ',' delimiter: line 77 column 2 (char 968)",-1,-1,0,0,0,-1,0,0
500100038,True,False,"Expecting ',' delimiter: line 120 column 1 (char 1885)",-1,-1,0,0,0,-1,0,0
500100039,True,False,"Expecting ',' delimiter: line 98 column 2 (char 1301)",-1,-1,0,0,0,-1,0,0
