ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,Have you ever considered moving to a different role or department within the company?,What is your role in the company?,0.12838814775327384
0,Have you ever considered moving to a different role or department within the company?,How long have you been with the company?,0.12838814775327384
0,Have you ever considered moving to a different role or department within the company?,"On a scale of 1 to 5, how satisfied are you with the internal mobility opportunities provided by the company? (1 being very dissatisfied, 5 being very satisfied)",0.060975423628869777
0,Have you ever considered moving to a different role or department within the company?,How aware are you of internal job opportunities within the company,0.12838814775327384
0,Have you ever considered moving to a different role or department within the company?,Have you ever applied for an internal job posting within the company?,0.36313651960128146
0,Have you ever considered moving to a different role or department within the company?,Do you feel supported by the company in pursuing internal mobility opportunities?,0.053852233004558006
0,Have you ever considered moving to a different role or department within the company?,Have you received guidance or assistance from HR or your manager regarding internal career advancement?,0.11953742572821394
0,Have you ever considered moving to a different role or department within the company?,What improvements would you suggest to enhance internal mobility opportunities within the company?,0.23440361546924776
0,Have you ever considered moving to a different role or department within the company?,How can the company better communicate and promote internal job opportunities to employees?,0.053852233004558006
0,Have you ever considered moving to a different role or department within the company?,Any additional comments or feedback regarding internal mobility opportunities?,0.03807927913956097
1,"On a scale of 1 to 10, how would you rate the availability of internal mobility opportunities within the company? (1 being very poor, 10 being excellent)",What is your role in the company?,0.05337605126836239
1,"On a scale of 1 to 10, how would you rate the availability of internal mobility opportunities within the company? (1 being very poor, 10 being excellent)",How long have you been with the company?,0.06537204504606134
1,"On a scale of 1 to 10, how would you rate the availability of internal mobility opportunities within the company? (1 being very poor, 10 being excellent)","On a scale of 1 to 5, how satisfied are you with the internal mobility opportunities provided by the company? (1 being very dissatisfied, 5 being very satisfied)",0.5117749897403326
1,"On a scale of 1 to 10, how would you rate the availability of internal mobility opportunities within the company? (1 being very poor, 10 being excellent)",How aware are you of internal job opportunities within the company,0.16012815380508713
1,"On a scale of 1 to 10, how would you rate the availability of internal mobility opportunities within the company? (1 being very poor, 10 being excellent)",Have you ever applied for an internal job posting within the company?,0.11935247900657213
1,"On a scale of 1 to 10, how would you rate the availability of internal mobility opportunities within the company? (1 being very poor, 10 being excellent)",Do you feel supported by the company in pursuing internal mobility opportunities?,0.0754851356096397
1,"On a scale of 1 to 10, how would you rate the availability of internal mobility opportunities within the company? (1 being very poor, 10 being excellent)",Have you received guidance or assistance from HR or your manager regarding internal career advancement?,0.0306428598879004
1,"On a scale of 1 to 10, how would you rate the availability of internal mobility opportunities within the company? (1 being very poor, 10 being excellent)",What improvements would you suggest to enhance internal mobility opportunities within the company?,0.2773500981126146
1,"On a scale of 1 to 10, how would you rate the availability of internal mobility opportunities within the company? (1 being very poor, 10 being excellent)",How can the company better communicate and promote internal job opportunities to employees?,0.04333554804336725
1,"On a scale of 1 to 10, how would you rate the availability of internal mobility opportunities within the company? (1 being very poor, 10 being excellent)",Any additional comments or feedback regarding internal mobility opportunities?,0.05337605126836239
2,What motivates you to consider internal mobility opportunities? (Select all that apply),What is your role in the company?,0.04338784435436014
2,What motivates you to consider internal mobility opportunities? (Select all that apply),How long have you been with the company?,0.04338784435436014
2,What motivates you to consider internal mobility opportunities? (Select all that apply),"On a scale of 1 to 5, how satisfied are you with the internal mobility opportunities provided by the company? (1 being very dissatisfied, 5 being very satisfied)",0.04588637191981603
2,What motivates you to consider internal mobility opportunities? (Select all that apply),How aware are you of internal job opportunities within the company,0.06135967792806904
2,What motivates you to consider internal mobility opportunities? (Select all that apply),Have you ever applied for an internal job posting within the company?,0.06135967792806904
2,What motivates you to consider internal mobility opportunities? (Select all that apply),Do you feel supported by the company in pursuing internal mobility opportunities?,0.24618298195866542
2,What motivates you to consider internal mobility opportunities? (Select all that apply),Have you received guidance or assistance from HR or your manager regarding internal career advancement?,0.04778696521938937
2,What motivates you to consider internal mobility opportunities? (Select all that apply),What improvements would you suggest to enhance internal mobility opportunities within the company?,0.17906340134265866
2,What motivates you to consider internal mobility opportunities? (Select all that apply),How can the company better communicate and promote internal job opportunities to employees?,0.05645362896117409
2,What motivates you to consider internal mobility opportunities? (Select all that apply),Any additional comments or feedback regarding internal mobility opportunities?,0.21320071635561041
3,Have you ever applied for an internal job posting?,What is your role in the company?,0
3,Have you ever applied for an internal job posting?,How long have you been with the company?,0.05524220127634179
3,Have you ever applied for an internal job posting?,"On a scale of 1 to 5, how satisfied are you with the internal mobility opportunities provided by the company? (1 being very dissatisfied, 5 being very satisfied)",0.009461109469246987
3,Have you ever applied for an internal job posting?,How aware are you of internal job opportunities within the company,0.1634498379256302
3,Have you ever applied for an internal job posting?,Have you ever applied for an internal job posting within the company?,0.6319212181231441
3,Have you ever applied for an internal job posting?,Do you feel supported by the company in pursuing internal mobility opportunities?,0.05597848575726725
3,Have you ever applied for an internal job posting?,Have you received guidance or assistance from HR or your manager regarding internal career advancement?,0.1048008305699687
3,Have you ever applied for an internal job posting?,What improvements would you suggest to enhance internal mobility opportunities within the company?,0.05009174995133595
3,Have you ever applied for an internal job posting?,How can the company better communicate and promote internal job opportunities to employees?,0.10686339807165912
3,Have you ever applied for an internal job posting?,Any additional comments or feedback regarding internal mobility opportunities?,0.05524220127634179
4,What do you think is the most significant barrier to internal mobility within the company?,What is your role in the company?,0.13801311186847082
4,What do you think is the most significant barrier to internal mobility within the company?,How long have you been with the company?,0.11952286093343935
4,What do you think is the most significant barrier to internal mobility within the company?,"On a scale of 1 to 5, how satisfied are you with the internal mobility opportunities provided by the company? (1 being very dissatisfied, 5 being very satisfied)",0.10853400258493395
4,What do you think is the most significant barrier to internal mobility within the company?,How aware are you of internal job opportunities within the company,0.13801311186847082
4,What do you think is the most significant barrier to internal mobility within the company?,Have you ever applied for an internal job posting within the company?,0.21821789023599233
4,What do you think is the most significant barrier to internal mobility within the company?,Do you feel supported by the company in pursuing internal mobility opportunities?,0.13801311186847082
4,What do you think is the most significant barrier to internal mobility within the company?,Have you received guidance or assistance from HR or your manager regarding internal career advancement?,0.05078479526020709
4,What do you think is the most significant barrier to internal mobility within the company?,What improvements would you suggest to enhance internal mobility opportunities within the company?,0.3380617018914066
4,What do you think is the most significant barrier to internal mobility within the company?,How can the company better communicate and promote internal job opportunities to employees?,0.06219841753961052
4,What do you think is the most significant barrier to internal mobility within the company?,Any additional comments or feedback regarding internal mobility opportunities?,0.09759000729485329
5,How important is it for you to have a clear career path within the company?,What is your role in the company?,0.11952286093343935
5,How important is it for you to have a clear career path within the company?,How long have you been with the company?,0.15430334996209186
5,How important is it for you to have a clear career path within the company?,"On a scale of 1 to 5, how satisfied are you with the internal mobility opportunities provided by the company? (1 being very dissatisfied, 5 being very satisfied)",0.06486147248754302
5,How important is it for you to have a clear career path within the company?,How aware are you of internal job opportunities within the company,0.13801311186847082
5,How important is it for you to have a clear career path within the company?,Have you ever applied for an internal job posting within the company?,0.21821789023599233
5,How important is it for you to have a clear career path within the company?,Do you feel supported by the company in pursuing internal mobility opportunities?,0.05078479526020709
5,How important is it for you to have a clear career path within the company?,Have you received guidance or assistance from HR or your manager regarding internal career advancement?,0.05078479526020709
5,How important is it for you to have a clear career path within the company?,What improvements would you suggest to enhance internal mobility opportunities within the company?,0.21821789023599233
5,How important is it for you to have a clear career path within the company?,How can the company better communicate and promote internal job opportunities to employees?,0.06219841753961052
5,How important is it for you to have a clear career path within the company?,Any additional comments or feedback regarding internal mobility opportunities?,0.0
6,What would you like to see changed or improved about internal mobility opportunities within the company?,What is your role in the company?,0.11180339887498951
6,What would you like to see changed or improved about internal mobility opportunities within the company?,How long have you been with the company?,0.11180339887498951
6,What would you like to see changed or improved about internal mobility opportunities within the company?,"On a scale of 1 to 5, how satisfied are you with the internal mobility opportunities provided by the company? (1 being very dissatisfied, 5 being very satisfied)",0.13972791064417878
6,What would you like to see changed or improved about internal mobility opportunities within the company?,How aware are you of internal job opportunities within the company,0.20412414523193154
6,What would you like to see changed or improved about internal mobility opportunities within the company?,Have you ever applied for an internal job posting within the company?,0.20412414523193154
6,What would you like to see changed or improved about internal mobility opportunities within the company?,Do you feel supported by the company in pursuing internal mobility opportunities?,0.12909944487358058
6,What would you like to see changed or improved about internal mobility opportunities within the company?,Have you received guidance or assistance from HR or your manager regarding internal career advancement?,0.058870501125773717
6,What would you like to see changed or improved about internal mobility opportunities within the company?,What improvements would you suggest to enhance internal mobility opportunities within the company?,0.5
6,What would you like to see changed or improved about internal mobility opportunities within the company?,How can the company better communicate and promote internal job opportunities to employees?,0.06797779934458727
6,What would you like to see changed or improved about internal mobility opportunities within the company?,Any additional comments or feedback regarding internal mobility opportunities?,0.11180339887498951
7,Have you ever received feedback or coaching on your performance or career development?,What is your role in the company?,0.0405487152208931
7,Have you ever received feedback or coaching on your performance or career development?,How long have you been with the company?,0.0405487152208931
7,Have you ever received feedback or coaching on your performance or career development?,"On a scale of 1 to 5, how satisfied are you with the internal mobility opportunities provided by the company? (1 being very dissatisfied, 5 being very satisfied)",0.012789927439945802
7,Have you ever received feedback or coaching on your performance or career development?,How aware are you of internal job opportunities within the company,0.0405487152208931
7,Have you ever received feedback or coaching on your performance or career development?,Have you ever applied for an internal job posting within the company?,0.19611613513818407
7,Have you ever received feedback or coaching on your performance or career development?,Do you feel supported by the company in pursuing internal mobility opportunities?,0.0405487152208931
7,Have you ever received feedback or coaching on your performance or career development?,Have you received guidance or assistance from HR or your manager regarding internal career advancement?,0.18162356047291237
7,Have you ever received feedback or coaching on your performance or career development?,What improvements would you suggest to enhance internal mobility opportunities within the company?,0.0405487152208931
7,Have you ever received feedback or coaching on your performance or career development?,How can the company better communicate and promote internal job opportunities to employees?,0.0
7,Have you ever received feedback or coaching on your performance or career development?,Any additional comments or feedback regarding internal mobility opportunities?,0.057344543002191384
8,How do you think the company can better support and develop employees for internal mobility?,What is your role in the company?,0.03591027310966287
8,How do you think the company can better support and develop employees for internal mobility?,How long have you been with the company?,0.06219841753961052
8,How do you think the company can better support and develop employees for internal mobility?,"On a scale of 1 to 5, how satisfied are you with the internal mobility opportunities provided by the company? (1 being very dissatisfied, 5 being very satisfied)",0.026145128728606828
8,How do you think the company can better support and develop employees for internal mobility?,How aware are you of internal job opportunities within the company,0.15430334996209186
8,How do you think the company can better support and develop employees for internal mobility?,Have you ever applied for an internal job posting within the company?,0.07182054621932575
8,How do you think the company can better support and develop employees for internal mobility?,Do you feel supported by the company in pursuing internal mobility opportunities?,0.13801311186847082
8,How do you think the company can better support and develop employees for internal mobility?,Have you received guidance or assistance from HR or your manager regarding internal career advancement?,0.05078479526020709
8,How do you think the company can better support and develop employees for internal mobility?,What improvements would you suggest to enhance internal mobility opportunities within the company?,0.06219841753961052
8,How do you think the company can better support and develop employees for internal mobility?,How can the company better communicate and promote internal job opportunities to employees?,0.18257418583505536
