QUESTIONNAIRE_ID,SAMPLE_QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146002,500100038,0.020272950742137957,0.132822906940554,0.12273714722159619,0.12353815048797175
1146004,5100003,0.01234784097520372,0.12996820887445887,0.1309084145021645,0.12734972598698158
1173001,500100015,0.005815030727311841,0.13506042568542567,0.1334147334147334,0.12854634882008517
1173002,500100023,0.01628510509281932,0.17026674306086073,0.2133673469387755,0.17553029164330594
1173003,500100029,0.06901180974357064,0.21846615269484415,0.20934159378036932,0.19835879857736397
1173004,500100006,0.009034174208238785,0.13833212297264585,0.14602414046858492,0.1355926849993854
1173005,500100002,0.011795391655106272,0.25678967808597436,0.18875344729102897,0.20164521178440192
1213249,500100048,0.01345038051766046,0.26017206477732796,0.25957203794979533,0.250597875337853
1433792,500100007,0.012830190316442664,0.2040328884078884,0.16993774248238533,0.17972654108626912
5100002,500100006,0.02490019511043938,0.21664768701805737,0.20599462266128934,0.20630991785376734
5100003,1146002,0.0016942225608972594,0.03814935064935065,0.02814250700280112,0.03221991611903798
500000002,500100025,0.014115477791041183,0.16356837606837607,0.14519023252575883,0.14584176713896066
500000003,500100050,0.010709141634578178,0.22504761904761905,0.16776377217553687,0.18395387605631044
500000005,500100013,0.013169646827904696,0.17037112193362194,0.1381238553113553,0.1495795811702394
500100002,500100048,0.01429656308574649,0.15389996907854048,0.17316359236002093,0.15717556822024945
500100003,500100017,0.023092184297618588,0.17839108302240922,0.21441823482639807,0.18910026293698237
500100004,500100063,0.017093127196204864,0.19079858551607776,0.23410612535612538,0.2036827658669803
500100005,5100002,0.007199079590313409,0.15554840125152627,0.1866238795926296,0.1657730538498812
500100006,500100034,0.005804187742440944,0.14558982683982685,0.1496843434343434,0.14276511470819425
500100007,500100020,0.005924195984997303,0.2022207139265963,0.14702923976608187,0.1658323818053663
500100008,5100002,0.00601463458918929,0.1658742457037911,0.16554787804787804,0.15966160003263474
500100009,500100066,0.005463825883047143,0.12551020408163266,0.14280990173847316,0.12533512772398808
500100010,500100042,0.009963909894093272,0.18261289491758242,0.22848557692307692,0.19681767220800261
500100011,1433792,0.015322986837314352,0.16139493676258382,0.184484681984682,0.16761291755010774
500100012,500100017,0.02256660833627281,0.20184458398744112,0.2118340842830639,0.20099353095760372
500100013,500100005,0.008267977870313059,0.17049659095113637,0.13432445989205533,0.14385040774373767
500100014,1173002,0.0059712173632924205,0.19354578754578758,0.146030303030303,0.158837632469236
500100015,1173003,0.009328691660426719,0.18229797979797976,0.16964045214045212,0.1709744219924594
500100016,500100013,0.018042724176766632,0.2022045177045177,0.19201007326007324,0.1927076267099487
500100017,500100011,0.014031792041442587,0.1782432844932845,0.12800572022385748,0.13831990653311743
500100018,500100004,0.01344602555323752,0.1830929487179487,0.14001941685765218,0.14958525771377656
500100019,500100057,0.03907936579322697,0.1645087905291987,0.19772158561095182,0.1733562056985588
500100021,500100018,0.020702694360964714,0.17381574852163084,0.1782220017636684,0.163303995392037
500100022,500100030,0.029330207614331662,0.16608854108854107,0.2008627946127946,0.18023507977741385
500100023,500100063,0.008865977157732064,0.18391330891330895,0.1750391737891738,0.17253736852094473
500100024,500100032,0.008207732621826409,0.17559523809523808,0.2070475357975358,0.18466463517306886
