QUESTIONNAIRE_ID,ASW_ROUGE_SCORE_MEAN,ASW_ROUGE_SCORE_VAR,QST_ROUGE_SCORE_MEAN,QST_ROUGE_SCORE_VAR
1146002,0.29411764705882354,0.18723707664884134,0.14705392436636192,0.0016082579110135318
1146004,0.0,0.0,0.020833333333333325,0.00347222222222222
1173001,0.0,0.0,0.3322423952858735,0.0031361176833959578
1173002,0.0,0.0,0.29922090999677203,0.004969492458830102
1173003,0.0,0.0,0.2254629169511251,0.005574750894304596
1173004,0.0,0.0,0.22604505917199416,0.013075706914376851
1173005,0.0,0.0,0.25537851037851034,0.008744085523755852
1213249,0.11386308909528722,0.00695153709496158,0.40331583537754645,0.017800435908047904
1433792,0.013888888888888888,0.006944444444444442,0.2007296557914631,0.009356384563866975
5100002,0.05263157894736842,0.05120910384068279,0.34070411230340036,0.005051656715495732
5100003,0.06172839506172839,0.051598607154162715,0.31349206349206343,0.01450827244478037
500000002,0.0,0.0,0.15362318840579706,0.0008233564377231661
500000003,0.0,0.0,0.1308080808080808,0.014846699316396286
500000005,0.1111111111111111,0.10457516339869281,0.3765505328005328,0.015761467172243894
500100002,0.058823529411764705,0.05882352941176471,0.46102880034038873,0.0457630056233099
500100003,0.35784313725490197,0.21854575163398693,0.5129986867783766,0.03426545213600828
500100004,0.11153846153846153,0.04346153846153846,0.40226627197102166,0.026260246533394725
500100005,0.3333333333333333,0.24242424242424246,0.34700074376633155,0.015179261087401186
500100006,0.0,0.0,0.3584045584045584,0.009473949075088677
500100007,0.045454545454545456,0.022727272727272724,0.39914845149466227,0.004644896370206103
500100008,0.2,0.17777777777777784,0.2706105624345763,0.003316664411836282
500100009,0.06349206349206349,0.040211640211640205,0.2997334455667789,0.003925791066293308
500100010,0.008547008547008546,0.0018993352326685659,0.3735078583677721,0.010814331561851128
500100011,0.031746031746031744,0.020647825525874304,0.22137569589417466,0.013809444558927273
500100012,0.042105263157894736,0.015906432748538007,0.3754699706423844,0.024995477366355916
500100013,0.08175460902733629,0.008932021570292386,0.4390254833733095,0.02280667220724373
500100014,0.06153846153846154,0.022564102564102562,0.33107878833692395,0.0044921400731773
500100015,0.0,0.0,0.48280701754385963,0.029386580486303486
500100016,0.0,0.0,0.3839007994294035,0.016470649527193328
500100017,0.08333333333333333,0.051851851851851836,0.4395986652236652,0.048490399830348425
500100018,0.12666666666666665,0.0461609195402299,0.44899645443123704,0.029555600975368294
500100019,0.07246376811594202,0.03996486605182257,0.33157948799696796,0.014902584492549246
500100020,,,,
500100021,0.06923076923076923,0.028974358974358985,0.3791363699024989,0.029356654466058577
500100022,0.055973266499582286,0.012887892865614948,0.47643879109396353,0.027385546361702484
500100023,0.06896551724137931,0.03078817733990148,0.3555149318823209,0.014285972890790321
500100024,0.05101010101010101,0.019149430816097483,0.39178599178599177,0.007477431794781116
500100025,0.41666666666666663,0.23214285714285707,0.6215673445802056,0.07175768357409773
500100026,0.0,0.0,0.6563446451377486,0.02491220766429324
500100027,0.2240740740740741,0.08740028490028491,0.5097138428020781,0.03173545034832362
500100028,0.0,0.0,0.4195828988657666,0.01109807934540311
500100029,0.25,0.14423076923076922,0.4075406381830531,0.04710936122436868
500100030,0.0,0.0,0.38220726154936685,0.04180973759262377
500100031,0.08333333333333333,0.04594017094017093,0.6583261230266676,0.015130368495522907
500100032,,,,
500100033,0.5172413793103449,0.25862068965517243,0.4121351766513056,0.003108578672537347
500100034,0.38461538461538464,0.25641025641025644,0.5289939227439227,0.034512238545392905
500100035,0.37179487179487175,0.19515669515669512,0.4170296524406864,0.017305903884655024
500100036,0.0,0.0,0.2207366546496981,0.008820333130377342
500100037,0.0,0.0,0.4406207863262264,0.013380212329285672
500100038,0.08662131519274377,0.04175877335061009,0.48471212121212115,0.012983678833792481
500100039,0.2375,0.17932692307692305,0.29328942704154926,0.026637218873644633
500100040,0.0,0.0,0.4571123321123321,0.018796444448916972
500100041,0.0,0.0,0.5379710144927536,0.07888510817055241
500100042,0.3532051282051282,0.15391153846153846,0.477773133290345,0.06356466332150312
500100043,0.22750000000000004,0.07383845029239763,0.4165649165649165,0.025009000970539434
500100044,0.0,0.0,0.39493028107158545,0.013436336297491571
500100045,,,,
500100046,0.0,0.0,0.2505981393467489,0.0026728828046587807
500100047,0.0,0.0,0.3819009975531714,0.014506059858575029
500100048,,,,
500100049,0.11805555555555554,0.05613425925925925,0.35059523809523807,0.010080782312925168
500100050,0.027777777777777776,0.018518518518518517,0.33454349101063924,0.0047336813453561725
500100051,0.23529411764705882,0.19117647058823528,0.3751594084927419,0.0036936472432334603
500100052,0.0,0.0,0.48930674264007595,0.052189714910322704
500100053,0.1833333333333333,0.11081871345029237,0.4919394185899453,0.05810465848352179
500100054,,,,
500100055,0.10555555555555556,0.04881864623243934,0.29655521032589466,0.007435347816970649
500100056,0.0392156862745098,0.026143790849673203,0.29980483497746924,0.00891564995461471
500100057,0.07509157509157507,0.055178789464503754,0.48078590195295007,0.03345362672561659
500100058,0.26666666666666666,0.20229885057471259,0.3789989640691436,0.045913312387383706
500100059,0.0,0.0,0.5243301053784925,0.014395761215559714
500100060,0.06578947368421051,0.029338549075391174,0.3813857728592701,0.01775177728682807
500100061,0.372463768115942,0.1589547650417216,0.4516040100250627,0.008257971997663337
500100062,0.0,0.0,0.43353206630114133,0.010393407486957119
500100063,0.06896551724137931,0.03078817733990148,0.4327681577681577,0.009199332880790315
500100064,0.0,0.0,0.23873949579831932,0.004786243909328437
500100065,0.08174603174603175,0.026645991730025347,0.36230865026876796,0.008951380436410292
500100066,0.0,0.0,0.3328390578162327,0.0035780386612468207
