QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,True,False,Unterminated string starting at: line 1 column 10431 (char 10430),-1,-1,0,0,0,-1,0,0
1146004,True,False,"Expecting ',' delimiter: line 1 column 1942 (char 1941)",-1,-1,0,0,0,-1,0,0
1173001,True,False,"Expecting ',' delimiter: line 1 column 2410 (char 2409)",-1,-1,0,0,0,-1,0,0
1173002,True,False,"Expecting ',' delimiter: line 1 column 3082 (char 3081)",-1,-1,0,0,0,-1,0,0
1173003,True,False,"Expecting ',' delimiter: line 1 column 387 (char 386)",-1,-1,0,0,0,-1,0,0
1173004,True,False,"Expecting ',' delimiter: line 1 column 1226 (char 1225)",-1,-1,0,0,0,-1,0,0
1173005,True,False,"Expecting ',' delimiter: line 1 column 1899 (char 1898)",-1,-1,0,0,0,-1,0,0
1213249,True,False,"Expecting ',' delimiter: line 1 column 578 (char 577)",-1,-1,0,0,0,-1,0,0
1433792,True,False,"Expecting ',' delimiter: line 1 column 1909 (char 1908)",-1,-1,0,0,0,-1,0,0
5100002,True,False,"Expecting ',' delimiter: line 1 column 3469 (char 3468)",-1,-1,0,0,0,-1,0,0
5100003,True,False,"Expecting ',' delimiter: line 1 column 1740 (char 1739)",-1,-1,0,0,0,-1,0,0
500000002,True,False,"Expecting ',' delimiter: line 1 column 3526 (char 3525)",-1,-1,0,0,0,-1,0,0
500000003,True,False,Unterminated string starting at: line 1 column 13092 (char 13091),-1,-1,0,0,0,-1,0,0
500000005,True,False,"Expecting ',' delimiter: line 1 column 1337 (char 1336)",-1,-1,0,0,0,-1,0,0
500100002,True,False,"Expecting ',' delimiter: line 1 column 2186 (char 2185)",-1,-1,0,0,0,-1,0,0
500100003,True,False,"Expecting ',' delimiter: line 1 column 3337 (char 3336)",-1,-1,0,0,0,-1,0,0
500100004,True,False,"Expecting ',' delimiter: line 1 column 2571 (char 2570)",-1,-1,0,0,0,-1,0,0
500100005,True,False,"Expecting ',' delimiter: line 1 column 3548 (char 3547)",-1,-1,0,0,0,-1,0,0
500100006,True,False,"Expecting ',' delimiter: line 1 column 1620 (char 1619)",-1,-1,0,0,0,-1,0,0
500100007,True,False,Expecting property name enclosed in double quotes: line 1 column 589 (char 588),-1,-1,0,0,0,-1,0,0
500100008,True,False,"Expecting ',' delimiter: line 1 column 2928 (char 2927)",-1,-1,0,0,0,-1,0,0
500100009,True,False,"Expecting ',' delimiter: line 1 column 1869 (char 1868)",-1,-1,0,0,0,-1,0,0
500100010,True,False,"Expecting ',' delimiter: line 1 column 2514 (char 2513)",-1,-1,0,0,0,-1,0,0
500100011,True,False,"Expecting ',' delimiter: line 1 column 2905 (char 2904)",-1,-1,0,0,0,-1,0,0
500100012,False,True,,1,-1,0,5,0,3.0,2.8,1.4000000000000004
500100013,True,False,"Expecting ',' delimiter: line 1 column 3045 (char 3044)",-1,-1,0,0,0,-1,0,0
500100014,True,False,"Expecting ',' delimiter: line 1 column 465 (char 464)",-1,-1,0,0,0,-1,0,0
500100015,True,False,"Expecting ',' delimiter: line 1 column 1529 (char 1528)",-1,-1,0,0,0,-1,0,0
500100016,True,False,"Expecting ',' delimiter: line 1 column 1186 (char 1185)",-1,-1,0,0,0,-1,0,0
500100017,True,False,Expecting property name enclosed in double quotes: line 1 column 402 (char 401),-1,-1,0,0,0,-1,0,0
500100018,True,False,Expecting property name enclosed in double quotes: line 1 column 403 (char 402),-1,-1,0,0,0,-1,0,0
500100019,True,False,"Expecting ',' delimiter: line 1 column 360 (char 359)",-1,-1,0,0,0,-1,0,0
500100020,True,False,"Expecting ',' delimiter: line 1 column 1552 (char 1551)",-1,-1,0,0,0,-1,0,0
500100021,True,False,"Expecting ',' delimiter: line 1 column 454 (char 453)",-1,-1,0,0,0,-1,0,0
500100022,True,False,"Expecting ',' delimiter: line 1 column 425 (char 424)",-1,-1,0,0,0,-1,0,0
500100023,False,True,,1,-1,0,7,0,2.0,2.4285714285714284,1.8571428571428572
500100024,True,False,"Expecting ',' delimiter: line 1 column 1666 (char 1665)",-1,-1,0,0,0,-1,0,0
500100025,True,False,Expecting property name enclosed in double quotes: line 1 column 540 (char 539),-1,-1,0,0,0,-1,0,0
500100026,True,False,Expecting property name enclosed in double quotes: line 1 column 625 (char 624),-1,-1,0,0,0,-1,0,0
500100027,True,False,"Expecting ',' delimiter: line 1 column 418 (char 417)",-1,-1,0,0,0,-1,0,0
500100028,False,True,,1,-1,0,7,0,10.0,4.285714285714286,-0.14285714285714235
500100029,True,False,"Expecting ',' delimiter: line 1 column 384 (char 383)",-1,-1,0,0,0,-1,0,0
500100030,True,False,"Expecting ',' delimiter: line 1 column 2542 (char 2541)",-1,-1,0,0,0,-1,0,0
500100031,True,False,"Expecting ',' delimiter: line 1 column 2289 (char 2288)",-1,-1,0,0,0,-1,0,0
500100032,True,False,"Expecting ',' delimiter: line 1 column 2916 (char 2915)",-1,-1,0,0,0,-1,0,0
500100033,True,False,"Expecting ',' delimiter: line 1 column 2362 (char 2361)",-1,-1,0,0,0,-1,0,0
500100034,False,True,,1,-1,0,6,0,4.0,1.6666666666666667,0.6666666666666667
500100035,True,False,Expecting property name enclosed in double quotes: line 1 column 862 (char 861),-1,-1,0,0,0,-1,0,0
500100036,True,False,"Expecting ',' delimiter: line 1 column 436 (char 435)",-1,-1,0,0,0,-1,0,0
500100037,True,False,Expecting property name enclosed in double quotes: line 1 column 455 (char 454),-1,-1,0,0,0,-1,0,0
500100038,True,False,"Expecting ',' delimiter: line 1 column 2962 (char 2961)",-1,-1,0,0,0,-1,0,0
500100039,True,False,"Expecting ',' delimiter: line 1 column 1846 (char 1845)",-1,-1,0,0,0,-1,0,0
500100040,True,False,Expecting property name enclosed in double quotes: line 1 column 459 (char 458),-1,-1,0,0,0,-1,0,0
500100041,True,False,"Expecting ',' delimiter: line 1 column 2869 (char 2868)",-1,-1,0,0,0,-1,0,0
500100042,True,False,"Expecting ',' delimiter: line 1 column 2870 (char 2869)",-1,-1,0,0,0,-1,0,0
500100043,True,False,"Expecting ',' delimiter: line 1 column 1650 (char 1649)",-1,-1,0,0,0,-1,0,0
500100044,True,False,"Expecting ',' delimiter: line 1 column 1679 (char 1678)",-1,-1,0,0,0,-1,0,0
500100045,True,False,Unterminated string starting at: line 1 column 9308 (char 9307),-1,-1,0,0,0,-1,0,0
500100046,True,False,"Expecting ',' delimiter: line 1 column 2024 (char 2023)",-1,-1,0,0,0,-1,0,0
500100047,True,False,"Expecting ',' delimiter: line 1 column 1456 (char 1455)",-1,-1,0,0,0,-1,0,0
500100048,True,False,"Expecting ',' delimiter: line 1 column 2709 (char 2708)",-1,-1,0,0,0,-1,0,0
500100049,True,False,"Expecting ',' delimiter: line 1 column 2364 (char 2363)",-1,-1,0,0,0,-1,0,0
500100050,True,False,"Expecting ',' delimiter: line 1 column 1831 (char 1830)",-1,-1,0,0,0,-1,0,0
500100051,True,False,"Expecting ',' delimiter: line 1 column 1806 (char 1805)",-1,-1,0,0,0,-1,0,0
500100052,True,False,"Expecting ',' delimiter: line 1 column 1877 (char 1876)",-1,-1,0,0,0,-1,0,0
500100053,True,False,"Expecting ',' delimiter: line 1 column 2234 (char 2233)",-1,-1,0,0,0,-1,0,0
500100054,True,False,"Expecting ',' delimiter: line 1 column 1758 (char 1757)",-1,-1,0,0,0,-1,0,0
500100055,True,False,"Expecting ',' delimiter: line 1 column 1658 (char 1657)",-1,-1,0,0,0,-1,0,0
500100056,False,True,,1,-1,0,5,0,9.0,4.0,-0.3999999999999999
500100057,True,False,"Expecting ',' delimiter: line 1 column 1891 (char 1890)",-1,-1,0,0,0,-1,0,0
500100058,True,False,Expecting property name enclosed in double quotes: line 1 column 369 (char 368),-1,-1,0,0,0,-1,0,0
500100059,True,False,Expecting property name enclosed in double quotes: line 1 column 607 (char 606),-1,-1,0,0,0,-1,0,0
500100060,True,False,"Expecting ',' delimiter: line 1 column 1819 (char 1818)",-1,-1,0,0,0,-1,0,0
500100061,True,False,"Expecting ',' delimiter: line 1 column 1961 (char 1960)",-1,-1,0,0,0,-1,0,0
500100062,True,False,"Expecting ',' delimiter: line 1 column 2763 (char 2762)",-1,-1,0,0,0,-1,0,0
500100063,True,False,"Expecting ',' delimiter: line 1 column 1712 (char 1711)",-1,-1,0,0,0,-1,0,0
500100064,True,False,"Expecting ',' delimiter: line 1 column 2174 (char 2173)",-1,-1,0,0,0,-1,0,0
500100065,True,False,"Expecting ',' delimiter: line 1 column 1871 (char 1870)",-1,-1,0,0,0,-1,0,0
500100066,True,False,"Expecting ',' delimiter: line 1 column 1956 (char 1955)",-1,-1,0,0,0,-1,0,0
