ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Has always a positive attitude with collagues,0.03073379140218457
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Takes the risk to decide for the Team,0.03073379140218457
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Takes initiative,0.0
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Is attentive to details,0.03073379140218457
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Also suitable to work in this area,0.04346414462411504
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Readiness,0.0
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Areas of improvements,0.03073379140218457
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Development initiatives,0.0
1,This employee has the potential to be a future leader in the organization,Has always a positive attitude with collagues,0.0405487152208931
1,This employee has the potential to be a future leader in the organization,Takes the risk to decide for the Team,0.0702324349442283
1,This employee has the potential to be a future leader in the organization,Takes initiative,0.0
1,This employee has the potential to be a future leader in the organization,Is attentive to details,0.0405487152208931
1,This employee has the potential to be a future leader in the organization,Also suitable to work in this area,0.057344543002191384
1,This employee has the potential to be a future leader in the organization,Readiness,0.0
1,This employee has the potential to be a future leader in the organization,Areas of improvements,0.0
1,This employee has the potential to be a future leader in the organization,Development initiatives,0.0
2,This employee is able to handle a lot of responsibility,Has always a positive attitude with collagues,0.050580904312838224
2,This employee is able to handle a lot of responsibility,Takes the risk to decide for the Team,0.050580904312838224
2,This employee is able to handle a lot of responsibility,Takes initiative,0.0
2,This employee is able to handle a lot of responsibility,Is attentive to details,0.050580904312838224
2,This employee is able to handle a lot of responsibility,Also suitable to work in this area,0.050580904312838224
2,This employee is able to handle a lot of responsibility,Readiness,0.0
2,This employee is able to handle a lot of responsibility,Areas of improvements,0.050580904312838224
2,This employee is able to handle a lot of responsibility,Development initiatives,0.0
3,This employee is able to come up with new and innovative ideas,Has always a positive attitude with collagues,0.04338784435436014
3,This employee is able to come up with new and innovative ideas,Takes the risk to decide for the Team,0.04338784435436014
3,This employee is able to come up with new and innovative ideas,Takes initiative,0.0
3,This employee is able to come up with new and innovative ideas,Is attentive to details,0.04338784435436014
3,This employee is able to come up with new and innovative ideas,Also suitable to work in this area,0.04338784435436014
3,This employee is able to come up with new and innovative ideas,Readiness,0.0
3,This employee is able to come up with new and innovative ideas,Areas of improvements,0.0
3,This employee is able to come up with new and innovative ideas,Development initiatives,0.0
