ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,The course content was engaging and useful,How likely is it that you would recommend this session to a friend or colleague?,0
0,The course content was engaging and useful,Did the session achieved the target goals? ,0
0,The course content was engaging and useful,The quality of the material was appropriate for this course...,0.0627083736865402
0,The course content was engaging and useful,Teachers were engaging and prepared,0.2182178902359924
0,The course content was engaging and useful,Rate how much your instructors were in the role and their knowledge,0.03332164261813421
0,The course content was engaging and useful,The duration of the course was appropriate given the target goals...,0.06657774759616458
0,The course content was engaging and useful,"Overall, how much you were satisfied from the information received?",0
0,The course content was engaging and useful,Any additional comments or suggestions for improving?,0
1,The course materials were well-organized,How likely is it that you would recommend this session to a friend or colleague?,0
1,The course materials were well-organized,Did the session achieved the target goals? ,0
1,The course materials were well-organized,The quality of the material was appropriate for this course...,0.03300104056927688
1,The course materials were well-organized,Teachers were engaging and prepared,0.08970612889970507
1,The course materials were well-organized,Rate how much your instructors were in the role and their knowledge,0.022121259033621676
1,The course materials were well-organized,The duration of the course was appropriate given the target goals...,0.03821058928653237
1,The course materials were well-organized,"Overall, how much you were satisfied from the information received?",0.03300104056927688
1,The course materials were well-organized,Any additional comments or suggestions for improving?,0
2,The course instructor was knowledgeable,How likely is it that you would recommend this session to a friend or colleague?,0
2,The course instructor was knowledgeable,Did the session achieved the target goals? ,0
2,The course instructor was knowledgeable,The quality of the material was appropriate for this course...,0.04667051914549608
2,The course instructor was knowledgeable,Teachers were engaging and prepared,0
2,The course instructor was knowledgeable,Rate how much your instructors were in the role and their knowledge,0
2,The course instructor was knowledgeable,The duration of the course was appropriate given the target goals...,0.04679822326153091
2,The course instructor was knowledgeable,"Overall, how much you were satisfied from the information received?",0
2,The course instructor was knowledgeable,Any additional comments or suggestions for improving?,0
3,The course materials were easy to understand,How likely is it that you would recommend this session to a friend or colleague?,0.021707019462544008
3,The course materials were easy to understand,Did the session achieved the target goals? ,0.0
3,The course materials were easy to understand,The quality of the material was appropriate for this course...,0.04434151627093264
3,The course materials were easy to understand,Teachers were engaging and prepared,0.06806702140179671
3,The course materials were easy to understand,Rate how much your instructors were in the role and their knowledge,0.03332164261813421
3,The course materials were easy to understand,The duration of the course was appropriate given the target goals...,0.05436050327813753
3,The course materials were easy to understand,"Overall, how much you were satisfied from the information received?",0.04434151627093264
3,The course materials were easy to understand,Any additional comments or suggestions for improving?,0.0
4,The course provided an opportunity to ask questions,How likely is it that you would recommend this session to a friend or colleague?,0.02540221998427001
4,The course provided an opportunity to ask questions,Did the session achieved the target goals? ,0.0
4,The course provided an opportunity to ask questions,The quality of the material was appropriate for this course...,0.04745759479541646
4,The course provided an opportunity to ask questions,Teachers were engaging and prepared,0.0
4,The course provided an opportunity to ask questions,Rate how much your instructors were in the role and their knowledge,0.0
4,The course provided an opportunity to ask questions,The duration of the course was appropriate given the target goals...,0.05922893334552937
4,The course provided an opportunity to ask questions,"Overall, how much you were satisfied from the information received?",0.0
4,The course provided an opportunity to ask questions,Any additional comments or suggestions for improving?,0.0
5,The course provided an opportunity to network,How likely is it that you would recommend this session to a friend or colleague?,0.021707019462544008
5,The course provided an opportunity to network,Did the session achieved the target goals? ,0.0
5,The course provided an opportunity to network,The quality of the material was appropriate for this course...,0.04434151627093264
5,The course provided an opportunity to network,Teachers were engaging and prepared,0.0
5,The course provided an opportunity to network,Rate how much your instructors were in the role and their knowledge,0.0
5,The course provided an opportunity to network,The duration of the course was appropriate given the target goals...,0.05436050327813753
5,The course provided an opportunity to network,"Overall, how much you were satisfied from the information received?",0.0
5,The course provided an opportunity to network,Any additional comments or suggestions for improving?,0.0
6,The course was accessible,How likely is it that you would recommend this session to a friend or colleague?,0
6,The course was accessible,Did the session achieved the target goals? ,0
6,The course was accessible,The quality of the material was appropriate for this course...,0.033916449336337334
6,The course was accessible,Teachers were engaging and prepared,0
6,The course was accessible,Rate how much your instructors were in the role and their knowledge,0
6,The course was accessible,The duration of the course was appropriate given the target goals...,0.08688697172522256
6,The course was accessible,"Overall, how much you were satisfied from the information received?",0
6,The course was accessible,Any additional comments or suggestions for improving?,0
7,The course was enjoyable,How likely is it that you would recommend this session to a friend or colleague?,0
7,The course was enjoyable,Did the session achieved the target goals? ,0
7,The course was enjoyable,The quality of the material was appropriate for this course...,0.033916449336337334
7,The course was enjoyable,Teachers were engaging and prepared,0
7,The course was enjoyable,Rate how much your instructors were in the role and their knowledge,0
7,The course was enjoyable,The duration of the course was appropriate given the target goals...,0.08688697172522256
7,The course was enjoyable,"Overall, how much you were satisfied from the information received?",0
7,The course was enjoyable,Any additional comments or suggestions for improving?,0
