QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1173005,0.0,0,1,Always,0.0,0.0,0.0
1173005,0.0,1,2,Always,0.0,0.0,0.0
1173005,0.0,2,3,Always,0.0,0.0,0.0
1173005,0.0,3,4,Always,0.0,0.0,0.0
1173005,0.0,4,5,Always,0.0,0.0,0.0
1173005,0.0,5,6,Always,0.0,0.0,0.0
1173005,0.0,6,7,Always,0.0,0.0,0.0
1173005,0.0,7,8,Always,0.0,0.0,0.0
1173005,0.0,8,9,Always,0.0,0.0,0.0
1173005,0.0,9,10,Always,0.0,0.0,0.0
1173005,1.0,0,"Yes, definitely",Working with Teammates,0.0,0.0,0.0
1173005,1.0,1,"Yes, but with some reservations",Working with Teammates,0.089706128899705,0.014951021483284166,0.0013411982603617483
1173005,1.0,2,"No, but they are starting to be",Working with Teammates,0.0,0.0,0.0
1173005,1.0,3,"No, they have never been",Working with Teammates,0.0,0.0,0.0
1213249,0.0,0,Strongly agree,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
1213249,0.0,1,Agree,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
1213249,0.0,2,Neutral,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
1213249,0.0,3,Disagree,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
1213249,0.0,4,Strongly disagree,0: Ineffective - The training had no positive impact on the employee's skills or performance. ,0.0,0.0,0.0
5100003,0.0,0,1,1,1.0,0.09090909090909091,0.09090909090909091
5100003,0.0,1,2,2,1.0,0.09090909090909091,0.09090909090909091
5100003,0.0,2,3,3,1.0,0.09090909090909091,0.09090909090909091
5100003,0.0,3,4,4,1.0,0.09090909090909091,0.09090909090909091
5100003,0.0,4,5,5,1.0,0.09090909090909091,0.09090909090909091
5100003,0.0,5,6,6,1.0,0.09090909090909091,0.09090909090909091
5100003,0.0,6,7,7,1.0,0.09090909090909091,0.0909090909090909
5100003,0.0,7,8,8,1.0,0.09090909090909091,0.0909090909090909
5100003,0.0,8,9,9,1.0,0.09090909090909091,0.09090909090909091
5100003,0.0,9,10,Not at all likely,0.0,0.0,0.0
5100003,1.0,0,"Yes, I really enjoyed the course",Yes,0.0,0.0,0.0
5100003,1.0,1,"No, I did not enjoy the course",Yes,0.0,0.0,0.0
5100003,2.0,0,1,Strongly agree,0.0,0.0,0.0
5100003,2.0,1,2,Strongly agree,0.0,0.0,0.0
5100003,2.0,2,3,Strongly agree,0.0,0.0,0.0
5100003,2.0,3,4,Strongly agree,0.0,0.0,0.0
5100003,2.0,4,5,Strongly agree,0.0,0.0,0.0
5100003,2.0,5,6,Strongly agree,0.0,0.0,0.0
5100003,2.0,6,7,Strongly agree,0.0,0.0,0.0
5100003,2.0,7,8,Strongly agree,0.0,0.0,0.0
5100003,2.0,8,9,Strongly agree,0.0,0.0,0.0
5100003,2.0,9,10,Strongly agree,0.0,0.0,0.0
5100003,3.0,0,"Yes, I would recommend this course to a friend",Strongly agree,0.0,0.0,0.0
5100003,3.0,1,"No, I would not recommend this course to a friend",Strongly agree,0.0,0.0,0.0
5100003,4.0,0,1,Severely insufficient,0.0,0.0,0.0
5100003,4.0,1,2,Severely insufficient,0.0,0.0,0.0
5100003,4.0,2,3,Severely insufficient,0.0,0.0,0.0
5100003,4.0,3,4,Severely insufficient,0.0,0.0,0.0
5100003,4.0,4,5,Severely insufficient,0.0,0.0,0.0
5100003,4.0,5,6,Severely insufficient,0.0,0.0,0.0
5100003,4.0,6,7,Severely insufficient,0.0,0.0,0.0
5100003,4.0,7,8,Severely insufficient,0.0,0.0,0.0
5100003,4.0,8,9,Severely insufficient,0.0,0.0,0.0
5100003,4.0,9,10,Severely insufficient,0.0,0.0,0.0
5100003,5.0,0,1,Strongly agree,0.0,0.0,0.0
5100003,5.0,1,2,Strongly agree,0.0,0.0,0.0
5100003,5.0,2,3,Strongly agree,0.0,0.0,0.0
5100003,5.0,3,4,Strongly agree,0.0,0.0,0.0
5100003,5.0,4,5,Strongly agree,0.0,0.0,0.0
5100003,5.0,5,6,Strongly agree,0.0,0.0,0.0
5100003,5.0,6,7,Strongly agree,0.0,0.0,0.0
5100003,5.0,7,8,Strongly agree,0.0,0.0,0.0
5100003,5.0,8,9,Strongly agree,0.0,0.0,0.0
5100003,5.0,9,10,Strongly agree,0.0,0.0,0.0
500000003,0.0,0,10,Agree,0.0,0.0,0.0
500000003,0.0,1,9,Agree,0.0,0.0,0.0
500000003,0.0,2,8,Agree,0.0,0.0,0.0
500000003,0.0,3,7,Agree,0.0,0.0,0.0
500000003,0.0,4,6,Agree,0.0,0.0,0.0
500000003,0.0,5,5,Agree,0.0,0.0,0.0
500000003,0.0,6,4,Agree,0.0,0.0,0.0
500000003,0.0,7,3,Agree,0.0,0.0,0.0
500000003,0.0,8,2,Agree,0.0,0.0,0.0
500000003,0.0,9,1,Agree,0.0,0.0,0.0
500000003,1.0,0,Strongly agree,Agree,0.0,0.0,0.0
500000003,1.0,1,Agree,Agree,1.0,0.5,0.5
500000003,1.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,1.0,3,Disagree,Disagree,1.0,0.5,0.5
500000003,1.0,4,Strongly disagree,Agree,0.0,0.0,0.0
500000003,2.0,0,Strongly agree,Agree,0.0,0.0,0.0
500000003,2.0,1,Agree,Agree,1.0,0.5,0.5
500000003,2.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,2.0,3,Disagree,Disagree,1.0,0.5,0.5
500000003,2.0,4,Strongly disagree,Agree,0.0,0.0,0.0
