QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1173005,0.052833659410525625,0.35595776772247356,0.35595776772247356,0.3511249185284388
1213249,0.01677048681363138,0.24714285714285716,0.24714285714285716,0.23397543632837747
5100003,0.0838057653279222,0.44750000000000006,0.4475,0.4236983192246351
500000003,0.04444823285971211,0.3034806567701304,0.3034806567701304,0.29363033292737795
500000005,0.008447830996325265,0.24735449735449735,0.24735449735449733,0.240465293668955
500100005,0.012261305551742168,0.3171296296296296,0.3171296296296296,0.2983877995642702
500100006,0.37777777777777766,0.7833333333333334,0.7833333333333334,0.7833333333333334
500100007,0.12046927026890283,0.37450362137862137,0.3745036213786214,0.36959163473818646
500100013,0.0840161793152278,0.3581235431235431,0.3581235431235431,0.35532259502511215
500100038,0.06898412381963091,0.35770960205944724,0.35770960205944724,0.35023315191786714
500100051,0.20126648086102605,0.5378306878306879,0.5378306878306879,0.5236312011743046
500100059,0.09438760155395085,0.34528074866310166,0.34528074866310166,0.33122704705247397
