QUESTIONNAIRE_ID,SAMPLE_QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146002,500100036,0.010746045097881518,0.15511497431140286,0.12489593739593739,0.13608715711716565
1146004,500100030,0.02825735333466405,0.15250120250120253,0.14132395382395382,0.1449709272563243
1173001,500100018,0.016418741959692246,0.18598290598290595,0.13786155202821868,0.14654129297864416
1173003,500100055,0.017173603371512944,0.18335877085877084,0.21851008922087353,0.19483847818579822
1173004,500100041,0.005384538904560224,0.16068376068376067,0.15741520612210266,0.15088839191486353
1173005,500100049,0.012375269115095622,0.20106275303643725,0.17149061378937538,0.18033606345723832
5100002,500100051,0.010103418476067319,0.19539008785332315,0.18674768518518517,0.1832282407668222
5100003,5100003,0.021866464711953054,0.1798532196969697,0.15631425865800866,0.16381410862589985
500000002,500100018,0.019768945498740365,0.21294970461637128,0.15132619598765432,0.1665618567925923
500000003,500100039,0.012219417299894036,0.17407052533932235,0.1668585626116052,0.1625617017378632
500000005,1173003,0.004856643737480347,0.09664983164983167,0.09013828763828763,0.0905017037498529
500100002,500000002,0.012606877015469418,0.14381874521677152,0.2232428836595503,0.17198577958996683
500100003,500100050,0.0132265606913208,0.20625578987575893,0.19729458450046683,0.19256213273900952
500100004,500100017,0.016719346378643765,0.16946941946941949,0.18885281385281383,0.1746941695671341
500100005,500100036,0.01950874236728524,0.18049606643356644,0.1611135077044168,0.16817267855534332
500100006,500100051,0.006728524995031328,0.17348759779315334,0.20169753086419753,0.1797955139151991
500100007,500100045,0.006245828846272693,0.21899819756962607,0.16877190270047412,0.18575362320311356
500100008,500100002,0.017217461801011653,0.17434710351377017,0.1540621089150501,0.1499262307959371
500100010,5100002,0.006851749502143726,0.17292200854700857,0.16357270044770045,0.16261658782204738
500100011,500100063,0.011633518858681765,0.16478964067758356,0.19279439696106357,0.17317954884696737
500100012,500100007,0.01434642426509596,0.1861300697435151,0.18011982065553492,0.17926160951833645
500100013,500100011,0.0170100923301255,0.19568961902295234,0.15697269959524862,0.16293496733114943
500100014,500100066,0.006093983376948554,0.1741941391941392,0.15354308390022675,0.15369928352635487
500100016,500100037,0.010905617949693336,0.15430569430569435,0.16241458937887507,0.153422752918172
500100017,500100032,0.012376019221083464,0.19626648736417643,0.22477579464186606,0.20264765418488695
500100018,500100062,0.01690522973123,0.19743215889049223,0.17291916416916417,0.1785148070075873
500100020,500100014,0.007213329664595357,0.2243925878043525,0.23357203907203908,0.2184495067843934
500100021,500100054,0.0079453966255198,0.12777923135065994,0.1661255214704054,0.1366207524242665
500100022,500100044,0.006997019272096966,0.1422000222000222,0.17629251700680268,0.15356039637402133
500100023,500100019,0.01789974204360951,0.16391318432134758,0.14693276932285995,0.14985495204735033
500100024,1173005,0.007940904526516305,0.14260912698412698,0.16294642857142858,0.14578065408552351
500100025,500100018,0.028763034187122154,0.18622728696741855,0.17629657186948855,0.16715302195929974
500100026,500100038,0.011807500072512503,0.15179776572633716,0.1130165571975917,0.12618444192226214
500100027,500100045,0.012231588793768445,0.2201683664918959,0.17810669722434427,0.192876166517573
500100028,500100012,0.006251159774922427,0.14037212787212786,0.14697278911564626,0.14063989609246866
500100029,500100043,0.02580797482407991,0.24968253968253967,0.2333333333333333,0.23404090077202153
500100030,500100026,0.006236972133076769,0.1251123876123876,0.13676527176527173,0.126746746774591
500100032,500100032,0.006737224404383443,0.22239583333333332,0.3066770469114219,0.2535410686665819
500100033,500100025,0.016957903551847,0.15819215506715506,0.15022713032581453,0.1463492451720951
500100034,5100003,0.0139873707578278,0.13807615995115993,0.17454455266955268,0.14936669720990603
500100035,1433792,0.006389443738037238,0.1480911680911681,0.12879662004662007,0.13557590432580335
