QUESTIONNAIRE_ID,ASW_ROUGE_SCORE_MEAN,ASW_ROUGE_SCORE_VAR,QST_ROUGE_SCORE_MEAN,QST_ROUGE_SCORE_VAR
1146002,0.3076923076923077,0.2215384615384615,0.16909820338391762,0.0020313472522787007
1146004,0.2,0.1666666666666667,0.04978354978354977,0.007247802702348154
1173001,0.03651227933033678,0.025379189523506627,0.3173408108918945,0.020885621461189028
1173002,,,,
1173003,0.03273809523809524,0.01766424162257495,0.2178162578162578,0.0036370395079774603
1173004,0.0,0.0,0.18871090770404267,0.006148921203615949
1173005,0.2,0.07500000000000001,0.19829516888340412,0.0013962107105411328
1213249,,,,
1433792,,,,
5100002,0.0625,0.06048387096774194,0.30341981290123704,0.006170066521557072
5100003,0.11764705882352941,0.1102941176470588,0.41383882500368563,0.06077035208874708
500000002,0.0,0.0,0.1708558088153676,0.003641398615087085
500000003,0.0,0.0,0.12051366396761129,0.004298828382792305
500000005,0.0,0.0,0.30582633053221286,0.0262761732143838
500100002,0.0,0.0,0.3387169696172437,0.0181593573566199
500100003,0.0,0.0,0.43215682115116294,0.015535492900728524
500100004,0.2977777777777778,0.1866874593892138,0.5809687375547591,0.08819976467342971
500100005,0.17142857142857143,0.14621848739495802,0.3709171346480345,0.007855839538448938
500100006,0.16666666666666666,0.12037037037037039,0.35109914178713114,0.013925047661637458
500100007,0.05202020202020202,0.03160878330631416,0.32165093264762135,0.004221629462081789
500100008,0.33209876543209876,0.1937163659385881,0.4063155932967254,0.05422790202222058
500100009,,,,
500100010,0.0,0.0,0.3107597362934694,0.0033228991157659414
500100011,0.43243243243243246,0.22447447447447447,0.3206935888012407,0.0046595131548629945
500100012,0.1111111111111111,0.07516339869281047,0.3904042765192835,0.015049929886702436
500100013,0.09632034632034632,0.06923890063424948,0.4595596855252027,0.04355664363494943
500100014,0.16666666666666666,0.15151515151515152,0.34127663091857463,0.004908430230211983
500100015,,,,
500100016,0.0,0.0,0.39077017435338274,0.03490896913473332
500100017,0.18181818181818182,0.13203463203463198,0.40021395317728714,0.004579257467894535
500100018,0.1111111111111111,0.10101010101010101,0.4766900773129856,0.028866452829199467
500100019,,,,
500100020,0.13333333333333333,0.06814814814814814,0.4373484848484848,0.021548059509233747
500100021,0.09722222222222221,0.052819865319865315,0.32023136495414,0.034294870011020634
500100022,0.0980392156862745,0.07763913646266588,0.43373744482118864,0.012039627036158025
500100023,0.0,0.0,0.3727229663963052,0.039965223152861024
500100024,0.015037593984962405,0.004296455424274972,0.29046768448942356,0.003580165292345482
500100025,0.05833333333333333,0.03296783625730994,0.43883640208161767,0.012854871387580772
500100026,0.14398496240601505,0.09945727413772527,0.5501876625789668,0.03264709138011324
500100027,0.06748971193415639,0.04591598079561042,0.4367915554014546,0.014671124868646603
500100028,0.14285714285714285,0.1318681318681319,0.42014744483876854,0.029216836403050648
500100029,0.0,0.0,0.41398929313283517,0.009606995328857495
500100030,0.13333333333333333,0.07619047619047618,0.4214715719063545,0.010418022169774391
500100031,,,,
500100032,0.0060790273556231,0.0017368649587494577,0.40767699691612735,0.006245599673915579
500100033,0.0,0.0,0.5748367574454532,0.05716924821896307
500100034,0.0,0.0,0.5006444173110839,0.02270794609351116
500100035,0.0,0.0,0.17903318903318902,0.0022939612575976227
500100036,0.2631578947368421,0.20467836257309946,0.3308140850782433,0.003921500702069589
500100037,,,,
500100038,0.8888888888888888,0.048611111111111105,0.4927074805158297,0.04183356610852076
500100039,0.0,0.0,0.4537510929136545,0.035030008694604264
500100040,0.1111111111111111,0.06535947712418302,0.4422830490765273,0.02867665168911019
500100041,0.13194444444444445,0.09898349436392914,0.47042130889638223,0.011650317256253494
500100042,0.0641025641025641,0.03572649572649572,0.38084366434480854,0.01183203240981971
500100043,,,,
500100044,0.0,0.0,0.31320780353038413,0.006037515950518265
500100045,0.015384615384615385,0.0030769230769230765,0.397442216652743,0.028525134904000927
500100046,0.0,0.0,0.24389827615634063,0.006719789782538575
500100047,0.0,0.0,0.5079372064324185,0.10150074618431393
500100048,0.04444444444444444,0.029629629629629627,0.5509015394988043,0.02314790354224062
500100049,,,,
500100050,0.2857142857142857,0.21978021978021978,0.3392474192474192,0.0027989246850385723
500100051,0.0,0.0,0.4352769486905455,0.017442457257986786
500100052,,,,
500100053,0.06349206349206349,0.040211640211640205,0.39700840366144896,0.03627610056099232
500100054,0.0,0.0,0.4189573500851696,0.01602197724723863
500100055,0.07407407407407407,0.03276353276353276,0.5020008051529791,0.04448295652562877
500100056,0.044444444444444446,0.01673202614379085,0.36103103913630225,0.010583452860324801
500100057,0.15,0.12118644067796608,0.3135825239186583,0.023176859989236492
500100058,0.0753623188405797,0.029112867808519974,0.32924887977519557,0.016099282100826635
500100059,0.0,0.0,0.5124524902150835,0.02593943633461084
500100060,0.03333333333333333,0.016666666666666666,0.4533694691115981,0.006938314241121143
500100061,0.2833333333333333,0.10696581196581195,0.3550649350649351,0.030745016022938117
500100062,0.3333333333333333,0.23333333333333325,0.3415297747746814,0.002728902244067712
500100063,0.016666666666666666,0.005555555555555556,0.3289024700789407,0.0056467662417422
500100064,0.20877192982456141,0.12146198830409359,0.4628848697159892,0.020148736480882175
500100065,0.28125,0.19895833333333332,0.505996275208098,0.014586785006182582
500100066,,,,
