QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,0.3076923076923077,0.2215384615384615,0.06549916560978943,0.000927077287841534
1146004,0.2,0.1666666666666667,0.0,0.0
1173001,0.025053073384528498,0.023309126253943796,0.13027757352305488,0.006520977598451768
1173002,,,,
1173003,0.013138551470408653,0.0048334029727361665,0.06780717072739953,0.0006701000792432751
1173004,0.0,0.0,0.07080210306943013,0.0005837086326756315
1173005,0.07446594822118065,0.010397207708399168,0.0780212866154642,0.002351092182357543
1213249,,,,
1433792,,,,
5100002,0.0625,0.06048387096774194,0.16342077625838983,0.004480461476786796
5100003,0.11764705882352941,0.1102941176470588,0.24586195246064427,0.09619416288225627
500000002,0.0,0.0,0.05773190019206648,0.0004516433430194348
500000003,0.0,0.0,0.02588004843849636,0.0005169377814209965
500000005,0.0,0.0,0.11753918519636364,0.005392217091876333
500100002,0.0,0.0,0.1787051335358728,0.009331244395088001
500100003,0.0,0.0,0.28055150706382076,0.00638257724715603
500100004,0.26577677662016513,0.19056846049965595,0.4577158776716982,0.11093776595043928
500100005,0.17142857142857143,0.14621848739495802,0.2387458312741861,0.008352383422808644
500100006,0.12071827414107107,0.09829581552871959,0.19001055263836236,0.010860140096782081
500100007,0.026331118540905474,0.0188892934438274,0.13511656133737823,0.003791249881761529
500100008,0.27974080713984883,0.19397103294085202,0.26268950384462986,0.07917359023728654
500100009,,,,
500100010,0.0,0.0,0.13177605372010842,0.002949642695632207
500100011,0.38106957126312774,0.23977885647429897,0.20579763939171752,0.008051180878358858
500100012,0.07624054117255019,0.056746326819229094,0.22659059757634456,0.020220579812828498
500100013,0.06576916767065878,0.047350379348827625,0.2908329463922648,0.07013740887337339
500100014,0.16666666666666666,0.15151515151515152,0.12438207635748019,0.003943144699619101
500100015,,,,
500100016,0.0,0.0,0.20654462141742852,0.016529839541260152
500100017,0.10971316113829875,0.09077740617544988,0.2604707743970781,0.005480373613583917
500100018,0.1111111111111111,0.10101010101010101,0.22895977492930808,0.015894191337014103
500100019,,,,
500100020,0.0,0.0,0.29313875595409067,0.026491997620408794
500100021,0.0,0.0,0.17268794531585274,0.01783971980002793
500100022,0.06977440415017364,0.05769050981583619,0.2487639377519074,0.019110076401122975
500100023,0.0,0.0,0.2088742188822068,0.0431836724531078
500100024,0.0,0.0,0.11019360906329784,0.0020451909763228187
500100025,0.0,0.0,0.2805124564830234,0.0031485814495656197
500100026,0.11922397307520527,0.09745333347850597,0.35368625042318397,0.04546372908125979
500100027,0.04762870158211144,0.03681615104163382,0.25371101298593324,0.016937816442513385
500100028,0.14285714285714285,0.1318681318681319,0.23550684528950064,0.018613542795884275
500100029,0.0,0.0,0.2285377341211511,0.021791272226147754
500100030,0.0,0.0,0.2670647019659197,0.010961352357623754
500100031,,,,
500100032,0.0022868582580297552,0.0002457968725389878,0.14716803082552732,0.006360543045197419
500100033,0.0,0.0,0.42160884772006796,0.09321909310476757
500100034,0.0,0.0,0.3510301356836993,0.021929391427587756
500100035,0.0,0.0,0.05591320767749711,0.0004873354746061622
500100036,0.2631578947368421,0.20467836257309946,0.16127809378766444,0.008516351974162232
500100037,,,,
500100038,0.7777777777777778,0.19444444444444445,0.32139762547659007,0.06834858585530536
500100039,0.0,0.0,0.28924921406183524,0.0238868628948783
500100040,0.0,0.0,0.26777138472355305,0.021777710010665464
500100041,0.08333333333333333,0.07971014492753623,0.3608497000632366,0.018691416444199634
500100042,0.0,0.0,0.2155677435302425,0.008283969817752484
500100043,,,,
500100044,0.0,0.0,0.19362899522541333,0.008425254260114657
500100045,0.0,0.0,0.14572456795198446,0.01597704516815397
500100046,0.0,0.0,0.074159468420726,0.0020515049974560253
500100047,0.0,0.0,0.3852877895586767,0.14614365148657352
500100048,0.024525296078096153,0.009022352215774177,0.42004588428890977,0.01764333591713184
500100049,,,,
500100050,0.2857142857142857,0.21978021978021978,0.20984379459190805,0.0024677298658318577
500100051,0.0,0.0,0.22992104376865566,0.01986305989550747
500100052,,,,
500100053,0.0,0.0,0.23025992401088416,0.020327544343195312
500100054,0.0,0.0,0.26224118419047987,0.021617630317336687
500100055,0.003687930990212141,0.00017654930033236138,0.2829979646208924,0.03775033865084927
500100056,0.0,0.0,0.19441221866146557,0.008505205290588154
500100057,0.13333333333333333,0.11751412429378533,0.20309683111102905,0.015100138621304554
500100058,0.0,0.0,0.17364490401028745,0.007212974452996376
500100059,0.0,0.0,0.333247398776872,0.020375119996028066
500100060,0.012410991370196774,0.002310490601866482,0.24543578350818654,0.01136976083062972
500100061,0.09802355293613596,0.07190723700252817,0.187310327591141,0.017519198461356814
500100062,0.3333333333333333,0.23333333333333325,0.16716977442028153,0.005687969866528643
500100063,0.0,0.0,0.10104086305951222,9.801655808080129e-05
500100064,0.10526315789473684,0.09941520467836257,0.2842463416783864,0.01725597514574562
500100065,0.25,0.2,0.3475884882304935,0.009819002212597726
500100066,,,,
