ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,How would you rate the overall workplace culture at your organization?,"On a scale of 1 to 10, how would you rate the overall workplace culture within the company? (1 being very poor, 10 being excellent)",0.17305727905469193
0,How would you rate the overall workplace culture at your organization?,Do you feel safe in the workplace?,0.06602885419955529
0,How would you rate the overall workplace culture at your organization?,How would you describe the level of collaboration and teamwork within your team or department?,0.2095937805266146
0,How would you rate the overall workplace culture at your organization?,Are Diversity and inclusion valued and promoted within the company?,0.046689450558483385
0,How would you rate the overall workplace culture at your organization?,I feel comfortable expressing my opinions and ideas.,0.0
0,How would you rate the overall workplace culture at your organization?,How can the company better foster a positive and inclusive workplace culture?,0.07384108577210045
1,Do you feel comfortable and able to be yourself in the workplace?,"On a scale of 1 to 10, how would you rate the overall workplace culture within the company? (1 being very poor, 10 being excellent)",0.025435660062090335
1,Do you feel comfortable and able to be yourself in the workplace?,Do you feel safe in the workplace?,0.4264014327112209
1,Do you feel comfortable and able to be yourself in the workplace?,How would you describe the level of collaboration and teamwork within your team or department?,0.05852684057181537
1,Do you feel comfortable and able to be yourself in the workplace?,Are Diversity and inclusion valued and promoted within the company?,0.06135967792806904
1,Do you feel comfortable and able to be yourself in the workplace?,I feel comfortable expressing my opinions and ideas.,0.1507556722888818
1,Do you feel comfortable and able to be yourself in the workplace?,How can the company better foster a positive and inclusive workplace culture?,0.06135967792806904
2,How would you rate the level of collaboration and teamwork in your workplace?,"On a scale of 1 to 10, how would you rate the overall workplace culture within the company? (1 being very poor, 10 being excellent)",0.12319586076293453
2,How would you rate the level of collaboration and teamwork in your workplace?,Do you feel safe in the workplace?,0.08109743044178618
2,How would you rate the level of collaboration and teamwork in your workplace?,How would you describe the level of collaboration and teamwork within your team or department?,0.5743441278437313
2,How would you rate the level of collaboration and teamwork in your workplace?,Are Diversity and inclusion valued and promoted within the company?,0.057344543002191384
2,How would you rate the level of collaboration and teamwork in your workplace?,I feel comfortable expressing my opinions and ideas.,0.0405487152208931
2,How would you rate the level of collaboration and teamwork in your workplace?,How can the company better foster a positive and inclusive workplace culture?,0.0702324349442283
3,How would you rate the level of respect and inclusivity in your workplace?,"On a scale of 1 to 10, how would you rate the overall workplace culture within the company? (1 being very poor, 10 being excellent)",0.12319586076293453
3,How would you rate the level of respect and inclusivity in your workplace?,Do you feel safe in the workplace?,0.08109743044178618
3,How would you rate the level of respect and inclusivity in your workplace?,How would you describe the level of collaboration and teamwork within your team or department?,0.3883275066603749
3,How would you rate the level of respect and inclusivity in your workplace?,Are Diversity and inclusion valued and promoted within the company?,0.057344543002191384
3,How would you rate the level of respect and inclusivity in your workplace?,I feel comfortable expressing my opinions and ideas.,0.0405487152208931
3,How would you rate the level of respect and inclusivity in your workplace?,How can the company better foster a positive and inclusive workplace culture?,0.0702324349442283
4,How would you rate the level of communication and transparency in your workplace?,"On a scale of 1 to 10, how would you rate the overall workplace culture within the company? (1 being very poor, 10 being excellent)",0.12319586076293453
4,How would you rate the level of communication and transparency in your workplace?,Do you feel safe in the workplace?,0.08109743044178618
4,How would you rate the level of communication and transparency in your workplace?,How would you describe the level of collaboration and teamwork within your team or department?,0.3883275066603749
4,How would you rate the level of communication and transparency in your workplace?,Are Diversity and inclusion valued and promoted within the company?,0.057344543002191384
4,How would you rate the level of communication and transparency in your workplace?,I feel comfortable expressing my opinions and ideas.,0.0405487152208931
4,How would you rate the level of communication and transparency in your workplace?,How can the company better foster a positive and inclusive workplace culture?,0.0702324349442283
5,How would you rate the level of work-life balance promoted by your organization?,"On a scale of 1 to 10, how would you rate the overall workplace culture within the company? (1 being very poor, 10 being excellent)",0.12319586076293453
5,How would you rate the level of work-life balance promoted by your organization?,Do you feel safe in the workplace?,0.057344543002191384
5,How would you rate the level of work-life balance promoted by your organization?,How would you describe the level of collaboration and teamwork within your team or department?,0.3632471209458247
5,How would you rate the level of work-life balance promoted by your organization?,Are Diversity and inclusion valued and promoted within the company?,0.057344543002191384
5,How would you rate the level of work-life balance promoted by your organization?,I feel comfortable expressing my opinions and ideas.,0.0
5,How would you rate the level of work-life balance promoted by your organization?,How can the company better foster a positive and inclusive workplace culture?,0.057344543002191384
