QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146002,0.16381483056634522,0.48319539937186995,0.48319539937186995,0.4757839293225172
1146004,0.0660910395122339,0.3856164688097461,0.3856164688097461,0.3611120913551604
1173003,0.10525092957718725,0.4501262626262625,0.4501262626262627,0.44636567263569554
1173004,0.016694868797307433,0.38260582010582006,0.38260582010582017,0.3535042735042735
1213249,0.008716185786204988,0.2638888888888889,0.2638888888888889,0.2631578947368421
500000005,0.11831807818328673,0.5001785714285714,0.5001785714285714,0.46962090541037915
500100002,0.27341816596797286,0.5747369513107388,0.5747369513107388,0.5709844934553998
500100003,0.2109709765479356,0.5409296109010068,0.5409296109010068,0.5302247666667381
500100004,0.06262751194405894,0.37199546485260765,0.3719954648526077,0.36758241758241755
500100005,0.22149144683669708,0.5208469757528116,0.5208469757528116,0.4754456457621811
500100006,0.09209335450169304,0.529050925925926,0.529050925925926,0.5175784908628045
500100008,0.4409491285672784,0.6947912605588045,0.6947912605588044,0.6890858688495094
500100009,0.30011186525897704,0.582705924250042,0.582705924250042,0.5773878425650335
500100011,0.3085792442333651,0.5093735410830998,0.5093735410830998,0.506322769640422
500100012,0.17656247001427855,0.39446969696969697,0.3944696969696969,0.39298889516280816
500100013,0.14575401957185694,0.41624662374662375,0.41624662374662375,0.4063540407737036
500100015,0.06385528092724044,0.46574074074074084,0.4657407407407408,0.46405916752665977
500100016,0.04145367230923935,0.43624999999999997,0.43624999999999997,0.43474372205022355
500100017,0.08498075279697258,0.46841499884978144,0.46841499884978155,0.43231445556122106
500100019,0.018105905473174283,0.23162353519496373,0.23162353519496376,0.22873003080042417
500100020,0.05368098618057206,0.41646367521367517,0.41646367521367517,0.40859846780401365
500100021,0.04142378821745018,0.46248677248677245,0.46248677248677245,0.4448358446123727
500100023,0.05154456519197324,0.3030372405372405,0.3030372405372405,0.30081576682151395
500100024,0.0974291099499545,0.3454271708683473,0.3454271708683473,0.34436185284104537
500100029,0.018953094698703966,0.466921768707483,0.46692176870748303,0.4608132141745586
500100030,0.25232386948985525,0.5325925925925925,0.5325925925925925,0.5291395154553049
500100031,0.10053184039351222,0.35194805194805195,0.3519480519480519,0.3493649758634471
500100032,0.019751766765766492,0.38961167800453517,0.3896116780045351,0.3859617531223015
500100033,0.20296315153695327,0.4835978835978836,0.4835978835978836,0.48080986780677176
500100034,0.07195340759817449,0.3927080327080328,0.3927080327080327,0.38097902097902103
500100035,0.056430782072669265,0.36241582491582486,0.3624158249158249,0.3522290034937768
500100036,0.27586313574280374,0.536422902494331,0.536422902494331,0.5343312324929972
500100038,0.5371675213191407,0.7040451693702467,0.7040451693702467,0.6992799470797282
500100040,0.25652241829224776,0.48938838938838936,0.48938838938838936,0.48797258350881545
500100043,0.09002228546754948,0.42409090909090913,0.42409090909090913,0.4204587225639858
500100044,0.0400279399776491,0.41038461538461535,0.41038461538461535,0.40609060504712674
500100045,0.019610743970226753,0.4089826839826839,0.40898268398268395,0.3986990729715187
500100047,0.01416192202003021,0.30625,0.30624999999999997,0.3009126984126984
500100049,0.11280345641770331,0.43742424242424244,0.4374242424242424,0.4362538427755818
500100050,0.013802552112351813,0.28934523809523804,0.28934523809523816,0.2818769294001492
500100051,0.053114196695370645,0.3943162393162393,0.3943162393162394,0.387965498636742
500100052,0.11081187853199599,0.5161888111888112,0.5161888111888112,0.5065965322326859
500100054,0.15330817897362548,0.4581091527520098,0.45810915275200986,0.4470741772313166
500100056,0.011612359914570419,0.38069264069264064,0.3806926406926407,0.3693632176217315
500100058,0.03036435940488811,0.3987012987012986,0.3987012987012987,0.3894998170208255
500100059,0.06378303205453843,0.3351178583321441,0.335117858332144,0.3304795942312898
500100060,0.062155258878869676,0.3356032856032856,0.33560328560328556,0.33423955616502204
500100063,0.04253716872446477,0.4155808080808081,0.41558080808080816,0.38526106500284274
500100064,0.04122704544565124,0.33853832442067733,0.3385383244206774,0.3104663220974183
500100065,0.19151155798773783,0.4702614379084967,0.4702614379084968,0.45223031864635876
