QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146002,0.09356393036381275,0.4471942409442409,0.447194240944241,0.4273552428174086
1173003,0.014470393118257091,0.21655775596952065,0.2165577559695207,0.21137891706898665
1173005,0.005142302581869052,0.14732905982905983,0.14732905982905983,0.13940625466487536
5100003,0.06387206903812113,0.44028486394557825,0.44028486394557825,0.42559285952143094
500000005,0.00870316113656595,0.31390692640692636,0.3139069264069264,0.2961478109094208
500100006,0.07296877830619773,0.5546680904330543,0.5546680904330543,0.5228474302064822
500100007,0.18047517456746734,0.5495788593215063,0.5495788593215063,0.5479978221218489
500100011,0.4806767968950984,0.7811734422636678,0.7811734422636678,0.7746407593185063
500100018,0.2379106949955352,0.6135416666666667,0.6135416666666667,0.6095679012345678
500100019,0.3652310610276681,0.6722255017709563,0.6722255017709563,0.6626262626262627
500100022,0.013275482613686239,0.22838669267240702,0.2283866926724069,0.22658677638330668
500100023,0.19892676496677023,0.5590608465608465,0.5590608465608466,0.5500196742276682
500100024,0.19410967422232162,0.5543717393717393,0.5543717393717394,0.5508425273062955
500100028,0.18097323362995593,0.633028083028083,0.6330280830280831,0.62997729084757
500100030,0.023284924644901187,0.36177248677248675,0.3617724867724868,0.35695850989968647
500100031,0.21656919595488208,0.4931878306878307,0.4931878306878307,0.4807123810551498
500100032,0.21302640423905958,0.4907383786848073,0.4907383786848073,0.4744071501504967
500100034,0.012467665846463078,0.25014652014652017,0.25014652014652017,0.24147203060587544
500100039,0.07471903887521855,0.4716771323914181,0.4716771323914181,0.46199542145258365
500100040,0.025152181411915792,0.37720668220668224,0.37720668220668224,0.3750661405154158
500100044,0.09915108591008942,0.2954201680672269,0.2954201680672269,0.29421877482917524
500100047,0.06747465708258951,0.45041666666666663,0.45041666666666663,0.4434315684315684
500100050,0.07564091181855429,0.5017018398268398,0.5017018398268397,0.49273352412482857
500100051,0.12245541507542441,0.3689267676767676,0.36892676767676763,0.35830051026921184
500100052,0.25516211572802777,0.5097909365766509,0.509790936576651,0.4986933277806881
500100054,0.15888399572721426,0.409593837535014,0.409593837535014,0.4077351141324339
500100059,0.09902417645713005,0.41543694400837256,0.41543694400837256,0.4128867804230123
500100061,0.0543858293186782,0.3373737373737373,0.33737373737373744,0.3261904761904762
500100062,0.06586526680271995,0.37807378633271493,0.37807378633271493,0.3740305672573582
500100063,0.06350467684696957,0.4688319088319088,0.46883190883190884,0.44886964886964886
500100066,0.09738700324717268,0.5164983164983165,0.5164983164983165,0.5035714285714286
