QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,0.0,0.0,0.06009685476413394,0.0005679834176123532
1146004,,,,
1173001,,,,
1173002,,,,
1173003,0.0,0.0,0.1231523964954213,0.004393349411371292
1173004,,,,
1173005,0.0,0.0,0.0481510430160791,0.00018403461394014354
1213249,,,,
1433792,,,,
5100002,,,,
5100003,0.34285714285714286,0.23193277310924368,0.08876908048414209,0.003001665093889551
500000002,,,,
500000003,,,,
500000005,0.0,0.0,0.13823164655822276,0.0102837037917597
500100002,,,,
500100003,,,,
500100004,,,,
500100005,,,,
500100006,0.10466894505584834,0.09918044713360125,0.15285414129517216,0.0015656822629686235
500100007,0.0,0.0,0.35636904218740817,0.005346585127276504
500100008,,,,
500100009,,,,
500100010,,,,
500100011,0.42857142857142855,0.2637362637362637,0.17769285698214748,0.00047844254872720813
500100012,,,,
500100013,,,,
500100014,,,,
500100015,,,,
500100016,,,,
500100017,,,,
500100018,0.03125,0.03125,0.15280599147867233,0.004399337129571616
500100019,0.0,0.0,0.06026756750721629,7.29876083652237e-06
500100020,,,,
500100021,,,,
500100022,0.42857142857142855,0.2637362637362637,0.0881808181587378,0.0004972190866035653
500100023,0.0,0.0,0.14248992934168248,0.0012370127806144266
500100024,0.012134440228599667,0.0006436848407856301,0.2843412381866257,0.024553886633631256
500100025,,,,
500100026,,,,
500100027,,,,
500100028,0.054012269705240146,0.0321365665981494,0.36528059349470016,0.008614554849246643
500100029,,,,
500100030,0.11861648705529518,0.09410091042259024,0.0513496288224031,7.891925804649912e-05
500100031,0.05,0.04999999999999999,0.06023439099899445,0.0016548924044150072
500100032,0.0,0.0,0.053911171659409354,5.801887174517101e-05
500100033,,,,
500100034,0.36562173006644716,0.2411956856717399,0.24040367605431293,0.005716020479833992
500100035,,,,
500100036,,,,
500100037,,,,
500100038,,,,
500100039,0.0,0.0,0.2374681348135732,0.0021533513093099257
500100040,0.0062382638801374,0.00023187412008610214,0.3114041252234265,0.012555670976851108
500100041,,,,
500100042,,,,
500100043,,,,
500100044,0.0,0.0,0.0739760764958485,0.0014785800978846097
500100045,,,,
500100046,,,,
500100047,0.2428640101264153,0.1586565154612865,0.3964996710308299,0.024784227439027084
500100048,,,,
500100049,,,,
500100050,0.018616487055295162,0.00328332875002079,0.21997446951156344,0.010369924795174243
500100051,0.02581988897471611,0.006315789473684209,0.3159927195612751,0.025933103701229653
500100052,0.0,0.0,0.21680757858790417,0.0024627638294999117
500100053,,,,
500100054,0.06295758402000752,0.03737028723518065,0.1569079265767295,0.008357160308152475
500100055,,,,
500100056,,,,
500100057,,,,
500100058,,,,
500100059,0.0,0.0,0.2401873343525053,0.004465582789678176
500100060,,,,
500100061,0.09489318964423614,0.07684153258477376,0.07081973321859437,0.006828038691115755
500100062,0.04574432470353011,0.03470822140615638,0.25070489434544285,0.005838705734402165
500100063,0.05489318964423614,0.04141596505512678,0.1842993179614448,0.0049436961471076585
500100064,,,,
500100065,,,,
500100066,0.04,0.04000000000000001,0.2162300796901919,0.01362335018710356
