QUESTIONNAIRE_ID,ASW_ROUGE_SCORE_MEAN,ASW_ROUGE_SCORE_VAR,QST_ROUGE_SCORE_MEAN,QST_ROUGE_SCORE_VAR
1146002,0.0,0.0,0.17917910695738368,0.002775147408332813
1146004,,,,
1173001,,,,
1173002,,,,
1173003,0.04050978896516652,0.006722782650929517,0.25819327731092434,0.0050161535202316275
1173004,,,,
1173005,0.0,0.0,0.1750356125356125,0.006162820309900087
1213249,,,,
1433792,,,,
5100002,,,,
5100003,0.34285714285714286,0.23193277310924368,0.3063929738562091,0.006190319333070913
500000002,,,,
500000003,,,,
500000005,0.0,0.0,0.37650937297996123,0.012804296657751164
500100002,,,,
500100003,,,,
500100004,,,,
500100005,,,,
500100006,0.1622222222222222,0.10513580246913579,0.31395959935858064,0.006560646188488953
500100007,0.07858855616550023,0.0047632408734859825,0.43786151279199104,0.0021279287047935554
500100008,,,,
500100009,,,,
500100010,,,,
500100011,0.42857142857142855,0.2637362637362637,0.316530595168366,0.002065120643435193
500100012,,,,
500100013,,,,
500100014,,,,
500100015,,,,
500100016,,,,
500100017,,,,
500100018,0.03125,0.03125,0.37299697206817956,0.0008393055029374809
500100019,0.05572755417956655,0.003571120480129479,0.18126308679500167,0.0006787867174769226
500100020,,,,
500100021,,,,
500100022,0.42857142857142855,0.2637362637362637,0.20226073187895843,0.0010569175755065067
500100023,0.014358974358974355,0.001964358628326238,0.34806178439545576,0.010256097000104753
500100024,0.07674701115877584,0.009102913313130364,0.38681861348528007,0.019660841281050206
500100025,,,,
500100026,,,,
500100027,,,,
500100028,0.16319444444444442,0.08162833532457188,0.5749967395189444,0.015227831016257604
500100029,,,,
500100030,0.21666666666666665,0.1289473684210526,0.13561292938227923,0.001538190822198197
500100031,0.05,0.04999999999999999,0.18853692201518288,0.006303000820155831
500100032,0.0,0.0,0.14012881468376823,0.0008664255787046778
500100033,,,,
500100034,0.39285714285714285,0.22802197802197804,0.35672483623508106,0.004859963731151063
500100035,,,,
500100036,,,,
500100037,,,,
500100038,,,,
500100039,0.0,0.0,0.3780431194224297,0.007117837271704583
500100040,0.0564102564102564,0.0058119658119658085,0.4541201175430383,0.011838912595245948
500100041,,,,
500100042,,,,
500100043,,,,
500100044,0.0,0.0,0.21731078904991943,0.006833622462341919
500100045,,,,
500100046,,,,
500100047,0.3333333333333333,0.16666666666666669,0.5415934065934066,0.03099110916555971
500100048,,,,
500100049,,,,
500100050,0.06666666666666667,0.042105263157894736,0.43920724243304887,0.007057551570757434
500100051,0.04,0.015157894736842105,0.4728848934254497,0.014689385559163779
500100052,0.0,0.0,0.36383637066866875,0.0060258200295829475
500100053,,,,
500100054,0.13777777777777775,0.07377266922094508,0.3091951526734135,0.00405741948071075
500100055,,,,
500100056,,,,
500100057,,,,
500100058,,,,
500100059,0.0,0.0,0.36900259374126965,0.0025286827974971083
500100060,,,,
500100061,0.1733333333333333,0.1099074074074074,0.2090751010255654,0.013065797747058072
500100062,0.1111111111111111,0.06960408684546616,0.3890409877478843,0.0021135812655472307
500100063,0.08,0.055833333333333325,0.40986790986790994,0.004557906480983403
500100064,,,,
500100065,,,,
500100066,0.04,0.04000000000000001,0.4099204899351045,0.013931744552826524
