ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,Do you inspire and motivate your team?,What is your role in the company?,0.06806702140179671
0,Do you inspire and motivate your team?,How long have you been with the company?,0.0590057965550402
0,Do you inspire and motivate your team?,How would you rate the communication skills of your supervisor or manager?,0.047123918911114726
0,Do you inspire and motivate your team?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.08523136256442009
0,Do you inspire and motivate your team?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.016328743421922736
0,Do you inspire and motivate your team?,How can leaders within the company better support the professional growth and development of their teams?,0.018817335441526466
0,Do you inspire and motivate your team?,Any additional comments or feedback regarding leadership effectiveness?,0.0
1,Do you communicate effectively with your team?,What is your role in the company?,0.06806702140179671
1,Do you communicate effectively with your team?,How long have you been with the company?,0.0834467977467655
1,Do you communicate effectively with your team?,How would you rate the communication skills of your supervisor or manager?,0.047123918911114726
1,Do you communicate effectively with your team?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.0695911161216604
1,Do you communicate effectively with your team?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.0025466494217373345
1,Do you communicate effectively with your team?,How can leaders within the company better support the professional growth and development of their teams?,0.0
1,Do you communicate effectively with your team?,Any additional comments or feedback regarding leadership effectiveness?,0.0
2,Do you set clear goals and expectations for your team?,What is your role in the company?,0.050580904312838224
2,Do you set clear goals and expectations for your team?,How long have you been with the company?,0.050580904312838224
2,Do you set clear goals and expectations for your team?,How would you rate the communication skills of your supervisor or manager?,0.05856561269278807
2,Do you set clear goals and expectations for your team?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.11073684138103304
2,Do you set clear goals and expectations for your team?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.009680830666133905
2,Do you set clear goals and expectations for your team?,How can leaders within the company better support the professional growth and development of their teams?,0.02775938885104414
2,Do you set clear goals and expectations for your team?,Any additional comments or feedback regarding leadership effectiveness?,0.0
3,Do you empower and enable your team?,What is your role in the company?,0.06806702140179671
3,Do you empower and enable your team?,How long have you been with the company?,0.0590057965550402
3,Do you empower and enable your team?,How would you rate the communication skills of your supervisor or manager?,0.047123918911114726
3,Do you empower and enable your team?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.08523136256442009
3,Do you empower and enable your team?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.0036015061508305377
3,Do you empower and enable your team?,How can leaders within the company better support the professional growth and development of their teams?,0.018817335441526466
3,Do you empower and enable your team?,Any additional comments or feedback regarding leadership effectiveness?,0.0
4,Do you provide constructive feedback to your team?,What is your role in the company?,0.06093675793218261
4,Do you provide constructive feedback to your team?,How long have you been with the company?,0.06093675793218261
4,Do you provide constructive feedback to your team?,How would you rate the communication skills of your supervisor or manager?,0.052269350220819126
4,Do you provide constructive feedback to your team?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.11141106108539962
4,Do you provide constructive feedback to your team?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.005509148981626848
4,Do you provide constructive feedback to your team?,How can leaders within the company better support the professional growth and development of their teams?,0.0
4,Do you provide constructive feedback to your team?,Any additional comments or feedback regarding leadership effectiveness?,0.06093675793218261
5,Do you have a positive attitude and outlook?,What is your role in the company?,0
5,Do you have a positive attitude and outlook?,How long have you been with the company?,0.08617758951473893
5,Do you have a positive attitude and outlook?,How would you rate the communication skills of your supervisor or manager?,0.036960011989355765
5,Do you have a positive attitude and outlook?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.09648480916253598
5,Do you have a positive attitude and outlook?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.006747301960979678
5,Do you have a positive attitude and outlook?,How can leaders within the company better support the professional growth and development of their teams?,0.022417380454890796
5,Do you have a positive attitude and outlook?,Any additional comments or feedback regarding leadership effectiveness?,0
6,Do you adapt your leadership style to each team member?,What is your role in the company?,0.050580904312838224
6,Do you adapt your leadership style to each team member?,How long have you been with the company?,0.050580904312838224
6,Do you adapt your leadership style to each team member?,How would you rate the communication skills of your supervisor or manager?,0.05856561269278807
6,Do you adapt your leadership style to each team member?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.11073684138103304
6,Do you adapt your leadership style to each team member?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.009680830666133905
6,Do you adapt your leadership style to each team member?,How can leaders within the company better support the professional growth and development of their teams?,0.0
6,Do you adapt your leadership style to each team member?,Any additional comments or feedback regarding leadership effectiveness?,0.050580904312838224
