QUESTIONNAIRE_ID,ASW_ROUGE_SCORE_MEAN,ASW_ROUGE_SCORE_VAR,QST_ROUGE_SCORE_MEAN,QST_ROUGE_SCORE_VAR
1146002,0.0,0.0,0.15138160836181977,0.0005881449218885028
1146004,,,,
1173001,,,,
1173002,,,,
1173003,0.26666666666666666,0.20229885057471264,0.19890658017592996,0.0007551217035978847
1173004,,,,
1173005,,,,
1213249,,,,
1433792,,,,
5100002,,,,
5100003,0.34285714285714286,0.23193277310924368,0.2841240662931839,0.004524809992079613
500000002,,,,
500000003,0.1075268817204301,0.08434886499402625,0.2140599596481949,0.0038359581213094477
500000005,0.06666666666666667,0.042105263157894736,0.4753846153846154,0.01682971729125575
500100002,,,,
500100003,,,,
500100004,,,,
500100005,,,,
500100006,,,,
500100007,,,,
500100008,,,,
500100009,0.013943355119825704,0.0016540646759793233,0.23859563375692408,0.0034628638224019083
500100010,,,,
500100011,,,,
500100012,,,,
500100013,,,,
500100014,,,,
500100015,0.05555555555555555,0.021711366538952746,0.435732396258712,0.008702016517538946
500100016,0.06896551724137931,0.06650246305418718,0.30696711983668507,0.004075479713826092
500100017,,,,
500100018,,,,
500100019,0.16666666666666666,0.10555555555555554,0.17917382055797143,0.0012469533428339028
500100020,0.2566666666666667,0.06497805212620028,0.2314415053545488,0.00626655783590846
500100021,0.14583333333333331,0.07490079365079363,0.2576298400339001,0.013025752668165611
500100022,,,,
500100023,0.09333333333333332,0.037222222222222226,0.4258358662613981,0.03246007195192346
500100024,,,,
500100025,0.06657169990503323,0.011020775709899218,0.43043989197640314,0.0036704222298775163
500100026,,,,
500100027,,,,
500100028,0.1372549019607843,0.0866508219449396,0.513638183872464,0.021163816759401165
500100029,0.0,0.0,0.2111579724623203,0.002910752227577746
500100030,,,,
500100031,0.05,0.04999999999999999,0.22055309297872222,0.007028165515562078
500100032,0.0,0.0,0.16248252843647576,0.005510713655835285
500100033,,,,
500100034,0.3976190476190476,0.2287973137973138,0.4624365757699091,0.022415826578843823
500100035,0.0333951762523191,0.007621321164920423,0.40875680602188313,0.004041522477772381
500100036,,,,
500100037,,,,
500100038,0.09,0.06094736842105264,0.3543547722119151,0.0032111878049571295
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,,,,
500100044,,,,
500100045,,,,
500100046,0.0,0.0,0.23673222912353342,0.004941640697446804
500100047,0.04444444444444444,0.029629629629629638,0.3887415266725611,0.015092000745357383
500100048,,,,
500100049,,,,
500100050,,,,
500100051,0.04,0.015157894736842105,0.5184573222647936,0.013237537740917984
500100052,0.032,0.012266666666666667,0.385505828062219,0.022111849359024095
500100053,,,,
500100054,,,,
500100055,,,,
500100056,0.23286647992530343,0.08804963563226001,0.3482142857142857,0.0009654903628117928
500100057,,,,
500100058,0.011904761904761904,0.002976190476190477,0.30653473510616364,0.009150320731438021
500100059,,,,
500100060,0.02806122448979592,0.006836464744628008,0.3774029056243212,0.0033209001030863063
500100061,0.1733333333333333,0.1099074074074074,0.40422334803139753,0.025011894074008778
500100062,,,,
500100063,0.09102564102564102,0.03409401709401709,0.34888525780682644,0.019263229321422753
500100064,,,,
500100065,,,,
500100066,,,,
