QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,False,True,,1,-1,0,7,0,-1,3.0,7.0
1146004,True,False,"Expecting ',' delimiter: line 214 column 5 (char 5468)",-1,-1,0,0,0,-1,0.0,0.0
1173001,True,False,"Expecting ',' delimiter: line 356 column 5 (char 9532)",-1,-1,0,0,0,-1,0.0,0.0
1173002,True,False,Unterminated string starting at: line 510 column 27 (char 16078),-1,-1,0,0,0,-1,0.0,0.0
1173003,False,True,,1,-1,0,6,0,-1,5.833333333333333,-1.333333333333333
1173004,True,False,Extra data: line 93 column 1 (char 2227),-1,-1,0,0,0,-1,0.0,0.0
1173005,True,False,Extra data: line 89 column 1 (char 2832),-1,-1,0,0,0,-1,0.0,0.0
1213249,True,False,Extra data: line 61 column 1 (char 1633),-1,-1,0,0,0,-1,0.0,0.0
1433792,True,False,"Expecting ',' delimiter: line 193 column 5 (char 7342)",-1,-1,0,0,0,-1,0.0,0.0
5100002,True,False,"Expecting ',' delimiter: line 287 column 5 (char 8196)",-1,-1,0,0,0,-1,0.0,0.0
5100003,False,True,,1,-1,0,8,0,-1,5.0,0.125
500000002,True,False,Expecting property name enclosed in double quotes: line 524 column 16 (char 14016),-1,-1,0,0,0,-1,0.0,0.0
500000003,False,True,,1,-1,0,8,0,-1,4.875,-2.875
500000005,False,True,,1,-1,0,5,0,-1,5.0,-1.2000000000000002
500100002,True,False,"Expecting ',' delimiter: line 243 column 18 (char 11033)",-1,-1,0,0,0,-1,0.0,0.0
500100003,True,False,"Expecting ',' delimiter: line 166 column 5 (char 5843)",-1,-1,0,0,0,-1,0.0,0.0
500100004,True,False,"Expecting ',' delimiter: line 241 column 5 (char 6755)",-1,-1,0,0,0,-1,0.0,0.0
500100005,True,False,"Expecting ',' delimiter: line 223 column 5 (char 7250)",-1,-1,0,0,0,-1,0.0,0.0
500100006,True,False,"Expecting ',' delimiter: line 167 column 5 (char 5975)",-1,-1,0,0,0,-1,0.0,0.0
500100007,True,False,"Expecting ',' delimiter: line 216 column 5 (char 7356)",-1,-1,0,0,0,-1,0.0,0.0
500100008,True,False,"Expecting ',' delimiter: line 241 column 5 (char 6527)",-1,-1,0,0,0,-1,0.0,0.0
500100009,False,True,,1,-1,0,7,0,-1,3.0,1.1428571428571432
500100010,True,False,Unterminated string starting at: line 109 column 21 (char 4685),-1,-1,0,0,0,-1,0.0,0.0
500100011,True,False,"Expecting ',' delimiter: line 184 column 5 (char 7165)",-1,-1,0,0,0,-1,0.0,0.0
500100012,True,False,Extra data: line 118 column 1 (char 2880),-1,-1,0,0,0,-1,0.0,0.0
500100013,True,False,"Expecting ',' delimiter: line 247 column 5 (char 6463)",-1,-1,0,0,0,-1,0.0,0.0
500100014,True,False,Invalid control character at: line 144 column 31 (char 4052),-1,-1,0,0,0,-1,0.0,0.0
500100015,False,True,,1,-1,0,6,0,-1,5.833333333333333,-1.5
500100016,False,True,,1,-1,0,5,0,-1,6.6,-2.3999999999999995
500100017,True,False,Extra data: line 161 column 1 (char 4197),-1,-1,0,0,0,-1,0.0,0.0
500100018,True,False,"Expecting ',' delimiter: line 287 column 5 (char 7945)",-1,-1,0,0,0,-1,0.0,0.0
500100019,False,True,,1,-1,0,7,0,-1,2.5714285714285716,1.1428571428571428
500100020,False,True,,1,-1,0,5,0,-1,3.4,-1.4
500100021,False,True,,1,-1,0,6,0,-1,3.0,0.0
500100022,True,False,"Expecting ',' delimiter: line 159 column 5 (char 5824)",-1,-1,0,0,0,-1,0.0,0.0
500100023,False,True,,1,-1,0,7,0,-1,3.857142857142857,0.4285714285714284
500100024,True,False,Extra data: line 117 column 1 (char 4094),-1,-1,0,0,0,-1,0.0,0.0
500100025,False,True,,1,-1,0,8,0,-1,3.375,-1.0
500100026,True,False,"Expecting ',' delimiter: line 151 column 5 (char 6158)",-1,-1,0,0,0,-1,0.0,0.0
500100027,True,False,"Expecting ',' delimiter: line 546 column 1 (char 13987)",-1,-1,0,0,0,-1,0.0,0.0
500100028,False,True,,1,-1,0,7,0,-1,4.857142857142857,-0.7142857142857135
500100029,False,True,,1,-1,0,7,0,-1,5.0,-1.2857142857142856
500100030,True,False,Extra data: line 153 column 1 (char 3726),-1,-1,0,0,0,-1,0.0,0.0
500100031,False,True,,1,-1,0,7,0,-1,5.0,-2.2857142857142856
500100032,False,True,,1,-1,0,8,0,-1,5.0,-0.875
500100033,True,False,"Expecting ',' delimiter: line 232 column 5 (char 5905)",-1,-1,0,0,0,-1,0.0,0.0
500100034,False,True,,1,-1,0,6,0,-1,3.8333333333333335,-1.5
500100035,False,True,,1,-1,0,6,0,-1,3.3333333333333335,-1.166666666666667
500100036,True,False,"Expecting ',' delimiter: line 198 column 5 (char 7505)",-1,-1,0,0,0,-1,0.0,0.0
500100037,True,False,"Expecting ',' delimiter: line 356 column 5 (char 8955)",-1,-1,0,0,0,-1,0.0,0.0
500100038,False,True,,1,-1,0,7,0,-1,5.0,-1.5714285714285716
500100039,True,False,"Expecting ',' delimiter: line 418 column 36 (char 13479)",-1,-1,0,0,0,-1,0.0,0.0
500100040,True,False,"Expecting ',' delimiter: line 319 column 5 (char 9601)",-1,-1,0,0,0,-1,0.0,0.0
500100041,True,False,"Expecting ',' delimiter: line 189 column 5 (char 8054)",-1,-1,0,0,0,-1,0.0,0.0
500100042,True,False,Extra data: line 160 column 1 (char 4163),-1,-1,0,0,0,-1,0.0,0.0
500100043,True,False,Extra data: line 106 column 1 (char 2671),-1,-1,0,0,0,-1,0.0,0.0
500100044,True,False,Expecting property name enclosed in double quotes: line 505 column 41 (char 13472),-1,-1,0,0,0,-1,0.0,0.0
500100045,True,False,"Expecting ',' delimiter: line 116 column 5 (char 6550)",-1,-1,0,0,0,-1,0.0,0.0
500100046,False,True,,1,-1,0,6,0,-1,4.0,-1.5
500100047,False,True,,1,-1,0,5,0,-1,5.0,-2.4
500100048,True,False,"Expecting ',' delimiter: line 498 column 1 (char 16385)",-1,-1,0,0,0,-1,0.0,0.0
500100049,True,False,Unterminated string starting at: line 542 column 27 (char 15483),-1,-1,0,0,0,-1,0.0,0.0
500100050,True,False,Extra data: line 130 column 1 (char 3535),-1,-1,0,0,0,-1,0.0,0.0
500100051,False,True,,1,-1,0,6,0,-1,5.0,-2.0
500100052,False,True,,1,-1,0,7,0,-1,5.0,-1.1428571428571428
500100053,True,False,"Expecting ',' delimiter: line 195 column 5 (char 5202)",-1,-1,0,0,0,-1,0.0,0.0
500100054,True,False,"Expecting ',' delimiter: line 218 column 5 (char 5980)",-1,-1,0,0,0,-1,0.0,0.0
500100055,True,False,Extra data: line 146 column 1 (char 4373),-1,-1,0,0,0,-1,0.0,0.0
500100056,False,True,,1,-1,0,5,0,-1,5.0,-1.4
500100057,True,False,Unterminated string starting at: line 118 column 27 (char 4996),-1,-1,0,0,0,-1,0.0,0.0
500100058,False,True,,1,-1,0,7,0,-1,3.0,0.8571428571428572
500100059,True,False,Extra data: line 140 column 1 (char 4671),-1,-1,0,0,0,-1,0.0,0.0
500100060,False,True,,1,-1,0,7,0,-1,4.714285714285714,-0.7142857142857144
500100061,False,True,,1,-1,0,6,0,-1,5.0,-0.33333333333333304
500100062,True,False,Extra data: line 199 column 1 (char 5051),-1,-1,0,0,0,-1,0.0,0.0
500100063,False,True,,1,-1,0,6,0,-1,5.0,-0.16666666666666696
500100064,True,False,Unterminated string starting at: line 513 column 27 (char 15208),-1,-1,0,0,0,-1,0.0,0.0
