QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,0.0,0.0,0.04799001471564353,2.3275689476411917e-05
1146004,,,,
1173001,,,,
1173002,,,,
1173003,0.26666666666666666,0.20229885057471264,0.0819194300220096,0.0016983121781006263
1173004,,,,
1173005,,,,
1213249,,,,
1433792,,,,
5100002,,,,
5100003,0.34285714285714286,0.23193277310924368,0.11426569124155396,0.0049209231722346205
500000002,,,,
500000003,0.06451612903225806,0.06236559139784945,0.08264250648407412,0.0013235763104642356
500000005,0.013531520539516301,0.001734650982107541,0.171317894579871,0.006540054483005117
500100002,,,,
500100003,,,,
500100004,,,,
500100005,,,,
500100006,,,,
500100007,,,,
500100008,,,,
500100009,0.004247721573919772,0.00015346879568375746,0.10854299078864856,0.0009418689832688307
500100010,,,,
500100011,,,,
500100012,,,,
500100013,,,,
500100014,,,,
500100015,0.018874830134353947,0.002669947823587324,0.2297404658335458,0.009593448174404511
500100016,0.06896551724137931,0.06650246305418718,0.12648956958690655,0.004666730892242679
500100017,,,,
500100018,,,,
500100019,0.09090909090909091,0.09090909090909088,0.05675854008132875,0.0006901656307710271
500100020,0.0219570527494899,0.0013477708172172195,0.1280116388931952,0.008871401975764717
500100021,0.0,0.0,0.13006776287358068,0.009440875858491576
500100022,,,,
500100023,0.02028846032177278,0.001745491793571645,0.22789520021905593,0.03199787274457679
500100024,,,,
500100025,0.017448091943035027,0.0006873010537022771,0.32730987399719114,0.003249174761255514
500100026,,,,
500100027,,,,
500100028,0.07221749718977793,0.05687342180556383,0.29653905957913756,0.01843780868250634
500100029,0.0,0.0,0.05671193122666942,0.0007997792443588569
500100030,,,,
500100031,0.05,0.04999999999999999,0.057487949232131595,0.0004925657280220306
500100032,0.0,0.0,0.06418964362974992,0.0017765852760237562
500100033,,,,
500100034,0.36653210034697187,0.24063517031344508,0.29634171434916606,0.02463907084881187
500100035,0.00866221824827835,0.0004893103106946674,0.24583551535534576,0.0049344895840816565
500100036,,,,
500100037,,,,
500100038,0.05,0.04999999999999999,0.13777957705629754,0.001576881738095795
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,,,,
500100044,,,,
500100045,,,,
500100046,0.0,0.0,0.14443443622140595,0.007171021896574516
500100047,0.009021013693010867,0.001220680320742343,0.21406724827834686,0.016182287386216656
500100048,,,,
500100049,,,,
500100050,,,,
500100051,0.02581988897471611,0.006315789473684209,0.36720637279332347,0.020104350298200895
500100052,0.020655911179772887,0.00511111111111111,0.2284555510185451,0.011993506978870853
500100053,,,,
500100054,,,,
500100055,,,,
500100056,0.038694786294141595,0.003409301684236221,0.10187287408848895,0.0016888294844982735
500100057,,,,
500100058,0.0,0.0,0.12644245479051222,0.009726994093974707
500100059,,,,
500100060,0.007104311892997707,0.0004380918701965847,0.22668468546229908,0.0024783437596797957
500100061,0.09489318964423614,0.07684153258477376,0.2474002776897469,0.03983787944968711
500100062,,,,
500100063,0.00879145831037335,0.0004517751601332772,0.13465618658050196,0.007748026896754798
500100064,,,,
500100065,,,,
500100066,,,,
