ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,Do you feel like you have a clear understanding of the different career paths available in your current job?,What is your role in the company?,0.0508216608327111
0,Do you feel like you have a clear understanding of the different career paths available in your current job?,How long have you been with this role?,0.041495712306977135
0,Do you feel like you have a clear understanding of the different career paths available in your current job?,How many roles you run through along your career in this company?,0.05868379912485922
0,Do you feel like you have a clear understanding of the different career paths available in your current job?,"On a scale of 1 to 10, how clear do you find the career paths and advancement opportunities within the company? (1 being very unclear, 10 being very clear)",0.08452008475305996
0,Do you feel like you have a clear understanding of the different career paths available in your current job?,Do you feel that there are internal job opportunities for career growth and advancement within the company?,0.1709963920141923
0,Do you feel like you have a clear understanding of the different career paths available in your current job?,Do you feel internal job opportunities are effectively communicated to employees within the company?,0.15294382258037448
0,Do you feel like you have a clear understanding of the different career paths available in your current job?,"On a scale of 1 to 10, how confident are you in your ability to advance in your career within the company? (1 being not confident at all, 10 being very confident)",0.07217505291250088
0,Do you feel like you have a clear understanding of the different career paths available in your current job?,"On a scale of 1 to 5, how much you think access to career advancement is fair and transparent for all employees?",0.05011242380220098
0,Do you feel like you have a clear understanding of the different career paths available in your current job?,How can the company better support employees in navigating their career paths and achieving their professional goals?,0.108147614087175
0,Do you feel like you have a clear understanding of the different career paths available in your current job?,Any additional comments or feedback regarding career path clarity?,0.029341899562429608
1,Do you feel like your current job aligns with your long-term career goals?,What is your role in the company?,0.0405487152208931
1,Do you feel like your current job aligns with your long-term career goals?,How long have you been with this role?,0.057344543002191384
1,Do you feel like your current job aligns with your long-term career goals?,How many roles you run through along your career in this company?,0.0702324349442283
1,Do you feel like your current job aligns with your long-term career goals?,"On a scale of 1 to 10, how clear do you find the career paths and advancement opportunities within the company? (1 being very unclear, 10 being very clear)",0.01674849587522875
1,Do you feel like your current job aligns with your long-term career goals?,Do you feel that there are internal job opportunities for career growth and advancement within the company?,0.18612667944284303
1,Do you feel like your current job aligns with your long-term career goals?,Do you feel internal job opportunities are effectively communicated to employees within the company?,0.2096888927716905
1,Do you feel like your current job aligns with your long-term career goals?,"On a scale of 1 to 10, how confident are you in your ability to advance in your career within the company? (1 being not confident at all, 10 being very confident)",0.018804812389723927
1,Do you feel like your current job aligns with your long-term career goals?,"On a scale of 1 to 5, how much you think access to career advancement is fair and transparent for all employees?",0.028696351642269895
1,Do you feel like your current job aligns with your long-term career goals?,How can the company better support employees in navigating their career paths and achieving their professional goals?,0.042156352246484494
1,Do you feel like your current job aligns with your long-term career goals?,Any additional comments or feedback regarding career path clarity?,0.0405487152208931
2,Do you feel like you have the necessary resources and opportunities to progress in your career?,What is your role in the company?,0.058870501125773717
2,Do you feel like you have the necessary resources and opportunities to progress in your career?,How long have you been with this role?,0.0480675628866961
2,Do you feel like you have the necessary resources and opportunities to progress in your career?,How many roles you run through along your career in this company?,0.058870501125773717
2,Do you feel like you have the necessary resources and opportunities to progress in your career?,"On a scale of 1 to 10, how clear do you find the career paths and advancement opportunities within the company? (1 being very unclear, 10 being very clear)",0.03372545681518176
2,Do you feel like you have the necessary resources and opportunities to progress in your career?,Do you feel that there are internal job opportunities for career growth and advancement within the company?,0.2100591467402212
2,Do you feel like you have the necessary resources and opportunities to progress in your career?,Do you feel internal job opportunities are effectively communicated to employees within the company?,0.223606797749979
2,Do you feel like you have the necessary resources and opportunities to progress in your career?,"On a scale of 1 to 10, how confident are you in your ability to advance in your career within the company? (1 being not confident at all, 10 being very confident)",0.053098823597415336
2,Do you feel like you have the necessary resources and opportunities to progress in your career?,"On a scale of 1 to 5, how much you think access to career advancement is fair and transparent for all employees?",0.04046106426079614
2,Do you feel like you have the necessary resources and opportunities to progress in your career?,How can the company better support employees in navigating their career paths and achieving their professional goals?,0.05530371777192726
2,Do you feel like you have the necessary resources and opportunities to progress in your career?,Any additional comments or feedback regarding career path clarity?,0.0
3,Do you feel like your current job provides a clear career path for you to follow?,What is your role in the company?,0.03398889967229363
3,Do you feel like your current job provides a clear career path for you to follow?,How long have you been with this role?,0.03398889967229363
3,Do you feel like your current job provides a clear career path for you to follow?,How many roles you run through along your career in this company?,0.058870501125773717
3,Do you feel like your current job provides a clear career path for you to follow?,"On a scale of 1 to 10, how clear do you find the career paths and advancement opportunities within the company? (1 being very unclear, 10 being very clear)",0.03372545681518176
3,Do you feel like your current job provides a clear career path for you to follow?,Do you feel that there are internal job opportunities for career growth and advancement within the company?,0.2100591467402212
3,Do you feel like your current job provides a clear career path for you to follow?,Do you feel internal job opportunities are effectively communicated to employees within the company?,0.20412414523193154
3,Do you feel like your current job provides a clear career path for you to follow?,"On a scale of 1 to 10, how confident are you in your ability to advance in your career within the company? (1 being not confident at all, 10 being very confident)",0.027959385723721315
3,Do you feel like your current job provides a clear career path for you to follow?,"On a scale of 1 to 5, how much you think access to career advancement is fair and transparent for all employees?",0.05223500935063054
3,Do you feel like your current job provides a clear career path for you to follow?,How can the company better support employees in navigating their career paths and achieving their professional goals?,0.03192961634280931
3,Do you feel like your current job provides a clear career path for you to follow?,Any additional comments or feedback regarding career path clarity?,0.09128709291752769
4,Do you feel like you have a clear understanding of the skills and qualifications required for your desired career path?,What is your role in the company?,0.03970769694413621
4,Do you feel like you have a clear understanding of the skills and qualifications required for your desired career path?,How long have you been with this role?,0.03970769694413621
4,Do you feel like you have a clear understanding of the skills and qualifications required for your desired career path?,How many roles you run through along your career in this company?,0.04863179818710228
4,Do you feel like you have a clear understanding of the skills and qualifications required for your desired career path?,"On a scale of 1 to 10, how clear do you find the career paths and advancement opportunities within the company? (1 being very unclear, 10 being very clear)",0.04736703538918578
4,Do you feel like you have a clear understanding of the skills and qualifications required for your desired career path?,Do you feel that there are internal job opportunities for career growth and advancement within the company?,0.1919429739874786
4,Do you feel like you have a clear understanding of the skills and qualifications required for your desired career path?,Do you feel internal job opportunities are effectively communicated to employees within the company?,0.14509525002200235
4,Do you feel like you have a clear understanding of the skills and qualifications required for your desired career path?,"On a scale of 1 to 10, how confident are you in your ability to advance in your career within the company? (1 being not confident at all, 10 being very confident)",0.037744931090141653
4,Do you feel like you have a clear understanding of the skills and qualifications required for your desired career path?,"On a scale of 1 to 5, how much you think access to career advancement is fair and transparent for all employees?",0.062230870749427125
4,Do you feel like you have a clear understanding of the skills and qualifications required for your desired career path?,How can the company better support employees in navigating their career paths and achieving their professional goals?,0.04863179818710228
4,Do you feel like you have a clear understanding of the skills and qualifications required for your desired career path?,Any additional comments or feedback regarding career path clarity?,0.028077581774499063
5,Do you feel like you have a clear understanding of the promotion and advancement opportunities available in your current job?,What is your role in the company?,0.04863179818710228
