QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,True,False,"Expecting ',' delimiter: line 1 column 2177 (char 2176)",-1,-1,0,0,0,-1,0,0
1146004,True,False,"Expecting ',' delimiter: line 1 column 2030 (char 2029)",-1,-1,0,0,0,-1,0,0
1173001,True,False,"Expecting ',' delimiter: line 1 column 2265 (char 2264)",-1,-1,0,0,0,-1,0,0
1173002,True,False,Expecting property name enclosed in double quotes: line 1 column 491 (char 490),-1,-1,0,0,0,-1,0,0
1173003,True,False,Expecting property name enclosed in double quotes: line 1 column 403 (char 402),-1,-1,0,0,0,-1,0,0
1173004,True,False,Unterminated string starting at: line 1 column 13770 (char 13769),-1,-1,0,0,0,-1,0,0
1173005,True,False,"Expecting ',' delimiter: line 1 column 2580 (char 2579)",-1,-1,0,0,0,-1,0,0
1213249,True,False,"Expecting ',' delimiter: line 1 column 1351 (char 1350)",-1,-1,0,0,0,-1,0,0
1433792,True,False,"Expecting ',' delimiter: line 1 column 13063 (char 13062)",-1,-1,0,0,0,-1,0,0
5100002,True,False,"Expecting ',' delimiter: line 1 column 2565 (char 2564)",-1,-1,0,0,0,-1,0,0
5100003,True,False,"Expecting ',' delimiter: line 1 column 1654 (char 1653)",-1,-1,0,0,0,-1,0,0
500000002,True,False,"Expecting ',' delimiter: line 1 column 1927 (char 1926)",-1,-1,0,0,0,-1,0,0
500000003,True,False,Unterminated string starting at: line 1 column 11937 (char 11936),-1,-1,0,0,0,-1,0,0
500000005,True,False,"Expecting ',' delimiter: line 1 column 1771 (char 1770)",-1,-1,0,0,0,-1,0,0
500100002,True,False,"Expecting ',' delimiter: line 1 column 2308 (char 2307)",-1,-1,0,0,0,-1,0,0
500100003,True,False,"Expecting ',' delimiter: line 1 column 1689 (char 1688)",-1,-1,0,0,0,-1,0,0
500100004,True,False,"Expecting ',' delimiter: line 1 column 458 (char 457)",-1,-1,0,0,0,-1,0,0
500100005,True,False,Expecting property name enclosed in double quotes: line 1 column 441 (char 440),-1,-1,0,0,0,-1,0,0
500100006,True,False,"Expecting ',' delimiter: line 1 column 2336 (char 2335)",-1,-1,0,0,0,-1,0,0
500100007,True,False,"Expecting ',' delimiter: line 1 column 418 (char 417)",-1,-1,0,0,0,-1,0,0
500100008,True,False,"Expecting ',' delimiter: line 1 column 472 (char 471)",-1,-1,0,0,0,-1,0,0
500100009,True,False,Expecting property name enclosed in double quotes: line 1 column 455 (char 454),-1,-1,0,0,0,-1,0,0
500100010,True,False,"Expecting ',' delimiter: line 1 column 2172 (char 2171)",-1,-1,0,0,0,-1,0,0
500100011,True,False,"Expecting ',' delimiter: line 1 column 2496 (char 2495)",-1,-1,0,0,0,-1,0,0
500100012,True,False,"Expecting ',' delimiter: line 1 column 1738 (char 1737)",-1,-1,0,0,0,-1,0,0
500100013,True,False,"Expecting ',' delimiter: line 1 column 2627 (char 2626)",-1,-1,0,0,0,-1,0,0
500100014,True,False,"Expecting ',' delimiter: line 1 column 2315 (char 2314)",-1,-1,0,0,0,-1,0,0
500100015,True,False,"Expecting ',' delimiter: line 1 column 488 (char 487)",-1,-1,0,0,0,-1,0,0
500100016,True,False,"Expecting ',' delimiter: line 1 column 1682 (char 1681)",-1,-1,0,0,0,-1,0,0
500100017,True,False,Expecting property name enclosed in double quotes: line 1 column 400 (char 399),-1,-1,0,0,0,-1,0,0
500100018,True,False,"Expecting ',' delimiter: line 1 column 3246 (char 3245)",-1,-1,0,0,0,-1,0,0
500100019,True,False,"Expecting ',' delimiter: line 1 column 1880 (char 1879)",-1,-1,0,0,0,-1,0,0
500100020,True,False,"Expecting ',' delimiter: line 1 column 425 (char 424)",-1,-1,0,0,0,-1,0,0
500100021,True,False,"Expecting ',' delimiter: line 1 column 4022 (char 4021)",-1,-1,0,0,0,-1,0,0
500100022,True,False,"Expecting ',' delimiter: line 1 column 458 (char 457)",-1,-1,0,0,0,-1,0,0
500100023,True,False,"Expecting ',' delimiter: line 1 column 565 (char 564)",-1,-1,0,0,0,-1,0,0
500100024,True,False,"Expecting ',' delimiter: line 1 column 2121 (char 2120)",-1,-1,0,0,0,-1,0,0
500100025,True,False,Unterminated string starting at: line 1 column 13850 (char 13849),-1,-1,0,0,0,-1,0,0
500100026,True,False,Expecting value: line 1 column 15712 (char 15711),-1,-1,0,0,0,-1,0,0
500100027,True,False,"Expecting ',' delimiter: line 1 column 451 (char 450)",-1,-1,0,0,0,-1,0,0
500100028,True,False,"Expecting ',' delimiter: line 1 column 1479 (char 1478)",-1,-1,0,0,0,-1,0,0
500100029,True,False,Expecting property name enclosed in double quotes: line 1 column 454 (char 453),-1,-1,0,0,0,-1,0,0
500100030,True,False,"Expecting ',' delimiter: line 1 column 482 (char 481)",-1,-1,0,0,0,-1,0,0
500100031,True,False,Expecting value: line 1 column 12952 (char 12951),-1,-1,0,0,0,-1,0,0
500100032,True,False,"Expecting ',' delimiter: line 1 column 476 (char 475)",-1,-1,0,0,0,-1,0,0
500100033,True,False,Expecting property name enclosed in double quotes: line 1 column 646 (char 645),-1,-1,0,0,0,-1,0,0
500100034,False,True,,1,-1,0,6,0,2.0,3.3333333333333335,-1.0
500100035,True,False,"Expecting ',' delimiter: line 1 column 436 (char 435)",-1,-1,0,0,0,-1,0,0
500100036,True,False,"Expecting ',' delimiter: line 1 column 2308 (char 2307)",-1,-1,0,0,0,-1,0,0
500100037,True,False,"Expecting ',' delimiter: line 1 column 2141 (char 2140)",-1,-1,0,0,0,-1,0,0
500100038,True,False,"Expecting ',' delimiter: line 1 column 3403 (char 3402)",-1,-1,0,0,0,-1,0,0
500100039,True,False,Expecting property name enclosed in double quotes: line 1 column 436 (char 435),-1,-1,0,0,0,-1,0,0
500100040,True,False,"Expecting ',' delimiter: line 1 column 1840 (char 1839)",-1,-1,0,0,0,-1,0,0
500100041,True,False,"Expecting ',' delimiter: line 1 column 1882 (char 1881)",-1,-1,0,0,0,-1,0,0
500100042,True,False,Expecting property name enclosed in double quotes: line 1 column 581 (char 580),-1,-1,0,0,0,-1,0,0
500100043,True,False,Unterminated string starting at: line 1 column 13443 (char 13442),-1,-1,0,0,0,-1,0,0
500100044,True,False,"Expecting ',' delimiter: line 1 column 2212 (char 2211)",-1,-1,0,0,0,-1,0,0
500100045,True,False,Expecting property name enclosed in double quotes: line 1 column 411 (char 410),-1,-1,0,0,0,-1,0,0
500100046,True,False,"Expecting ',' delimiter: line 1 column 1922 (char 1921)",-1,-1,0,0,0,-1,0,0
500100047,True,False,"Expecting ',' delimiter: line 1 column 1960 (char 1959)",-1,-1,0,0,0,-1,0,0
500100048,True,False,"Expecting ',' delimiter: line 1 column 368 (char 367)",-1,-1,0,0,0,-1,0,0
500100049,True,False,"Expecting ',' delimiter: line 1 column 1600 (char 1599)",-1,-1,0,0,0,-1,0,0
500100050,True,False,"Expecting ',' delimiter: line 1 column 3217 (char 3216)",-1,-1,0,0,0,-1,0,0
500100051,True,False,"Expecting ',' delimiter: line 1 column 1828 (char 1827)",-1,-1,0,0,0,-1,0,0
500100052,True,False,"Expecting ',' delimiter: line 1 column 2085 (char 2084)",-1,-1,0,0,0,-1,0,0
500100053,True,False,Expecting property name enclosed in double quotes: line 1 column 441 (char 440),-1,-1,0,0,0,-1,0,0
500100054,True,False,"Expecting ',' delimiter: line 1 column 2783 (char 2782)",-1,-1,0,0,0,-1,0,0
500100055,True,False,"Expecting ',' delimiter: line 1 column 2858 (char 2857)",-1,-1,0,0,0,-1,0,0
500100056,True,False,"Expecting ',' delimiter: line 1 column 431 (char 430)",-1,-1,0,0,0,-1,0,0
500100057,True,False,Expecting property name enclosed in double quotes: line 1 column 529 (char 528),-1,-1,0,0,0,-1,0,0
500100058,True,False,"Expecting ',' delimiter: line 1 column 1740 (char 1739)",-1,-1,0,0,0,-1,0,0
500100059,True,False,"Expecting ',' delimiter: line 1 column 2501 (char 2500)",-1,-1,0,0,0,-1,0,0
500100060,True,False,Expecting property name enclosed in double quotes: line 1 column 424 (char 423),-1,-1,0,0,0,-1,0,0
500100061,True,False,"Expecting ',' delimiter: line 1 column 2991 (char 2990)",-1,-1,0,0,0,-1,0,0
500100062,True,False,"Expecting ',' delimiter: line 1 column 2768 (char 2767)",-1,-1,0,0,0,-1,0,0
500100063,True,False,"Expecting ',' delimiter: line 1 column 2015 (char 2014)",-1,-1,0,0,0,-1,0,0
500100064,True,False,"Expecting ',' delimiter: line 1 column 2473 (char 2472)",-1,-1,0,0,0,-1,0,0
500100065,True,False,"Expecting ',' delimiter: line 1 column 1683 (char 1682)",-1,-1,0,0,0,-1,0,0
500100066,False,True,,1,-1,0,9,-2,1.0,3.7777777777777777,0.22222222222222232
