ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,How clear are you about your long-term career goals?,What is Job Level in the company?,0
0,How clear are you about your long-term career goals?,How long have you been with the company?,0.07812427026034686
0,How clear are you about your long-term career goals?,"Rate, from 1 to 5, if there are enough opportunity for vertical career advancement in your company?",0.039336169239607296
0,How clear are you about your long-term career goals?,"Rate, from 1 to 5, if there are enough opportunity for horizontal career advancement in your company?",0.039336169239607296
0,How clear are you about your long-term career goals?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.07759153133267684
0,How clear are you about your long-term career goals?,"How much effective you think, from 1 to 5, the communication around career opportunity is within the company?",0.035199550808464625
0,How clear are you about your long-term career goals?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.09377990362880932
1,To what extent do you feel you have a clear understanding of what you want to achieve in your career?,What is Job Level in the company?,0.028077581774499063
1,To what extent do you feel you have a clear understanding of what you want to achieve in your career?,How long have you been with the company?,0.03970769694413621
1,To what extent do you feel you have a clear understanding of what you want to achieve in your career?,"Rate, from 1 to 5, if there are enough opportunity for vertical career advancement in your company?",0.08885233166386386
1,To what extent do you feel you have a clear understanding of what you want to achieve in your career?,"Rate, from 1 to 5, if there are enough opportunity for horizontal career advancement in your company?",0.08885233166386386
1,To what extent do you feel you have a clear understanding of what you want to achieve in your career?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.03970769694413621
1,To what extent do you feel you have a clear understanding of what you want to achieve in your career?,"How much effective you think, from 1 to 5, the communication around career opportunity is within the company?",0.03970769694413621
1,To what extent do you feel you have a clear understanding of what you want to achieve in your career?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.028077581774499063
2,How often do you reflect on your career goals and progress?,What is Job Level in the company?,0
2,How often do you reflect on your career goals and progress?,How long have you been with the company?,0.06602885419955529
2,How often do you reflect on your career goals and progress?,"Rate, from 1 to 5, if there are enough opportunity for vertical career advancement in your company?",0.038268889667111394
2,How often do you reflect on your career goals and progress?,"Rate, from 1 to 5, if there are enough opportunity for horizontal career advancement in your company?",0.038268889667111394
2,How often do you reflect on your career goals and progress?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.17844268716679418
2,How often do you reflect on your career goals and progress?,"How much effective you think, from 1 to 5, the communication around career opportunity is within the company?",0.042796689395395465
2,How often do you reflect on your career goals and progress?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.051330182440856464
3,What motivates you to achieve your career goals?,What is Job Level in the company?,0.06093675793218261
3,What motivates you to achieve your career goals?,How long have you been with the company?,0.06093675793218261
3,What motivates you to achieve your career goals?,"Rate, from 1 to 5, if there are enough opportunity for vertical career advancement in your company?",0.03426562672824169
3,What motivates you to achieve your career goals?,"Rate, from 1 to 5, if there are enough opportunity for horizontal career advancement in your company?",0.03426562672824169
3,What motivates you to achieve your career goals?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.05852099495360048
3,What motivates you to achieve your career goals?,"How much effective you think, from 1 to 5, the communication around career opportunity is within the company?",0.030239309452793215
3,What motivates you to achieve your career goals?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.0695226795566466
4,How do you prioritize your time and energy to achieve your career goals?,What is Job Level in the company?,0
4,How do you prioritize your time and energy to achieve your career goals?,How long have you been with the company?,0.057344543002191384
4,How do you prioritize your time and energy to achieve your career goals?,"Rate, from 1 to 5, if there are enough opportunity for vertical career advancement in your company?",0.05163077621045915
4,How do you prioritize your time and energy to achieve your career goals?,"Rate, from 1 to 5, if there are enough opportunity for horizontal career advancement in your company?",0.05163077621045915
4,How do you prioritize your time and energy to achieve your career goals?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.1128441620562759
4,How do you prioritize your time and energy to achieve your career goals?,"How much effective you think, from 1 to 5, the communication around career opportunity is within the company?",0.05520402637389219
4,How do you prioritize your time and energy to achieve your career goals?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.12712936946041645
5,What are the biggest obstacles you face in achieving your career goals?,What is Job Level in the company?,0.07514995085264224
5,What are the biggest obstacles you face in achieving your career goals?,How long have you been with the company?,0.06135967792806904
5,What are the biggest obstacles you face in achieving your career goals?,"Rate, from 1 to 5, if there are enough opportunity for vertical career advancement in your company?",0.057206059710414287
5,What are the biggest obstacles you face in achieving your career goals?,"Rate, from 1 to 5, if there are enough opportunity for horizontal career advancement in your company?",0.057206059710414287
5,What are the biggest obstacles you face in achieving your career goals?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.09714145011654593
5,What are the biggest obstacles you face in achieving your career goals?,"How much effective you think, from 1 to 5, the communication around career opportunity is within the company?",0.04558074926802508
5,What are the biggest obstacles you face in achieving your career goals?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.12473209096354934
6,What steps are you willing to take to overcome the obstacles you face in achieving your career goals?,What is Job Level in the company?,0.05323248821780723
6,What steps are you willing to take to overcome the obstacles you face in achieving your career goals?,How long have you been with the company?,0.04346414462411504
6,What steps are you willing to take to overcome the obstacles you face in achieving your career goals?,"Rate, from 1 to 5, if there are enough opportunity for vertical career advancement in your company?",0.06872284678158332
6,What steps are you willing to take to overcome the obstacles you face in achieving your career goals?,"Rate, from 1 to 5, if there are enough opportunity for horizontal career advancement in your company?",0.06872284678158332
6,What steps are you willing to take to overcome the obstacles you face in achieving your career goals?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.10815380701311292
6,What steps are you willing to take to overcome the obstacles you face in achieving your career goals?,"How much effective you think, from 1 to 5, the communication around career opportunity is within the company?",0.06146758280436915
6,What steps are you willing to take to overcome the obstacles you face in achieving your career goals?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.11433239009500591
