QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1213249,0.045466488817574785,0.3332010582010582,0.3332010582010582,0.32752535412718475
500000002,0.1947771950619032,0.5901515151515152,0.5901515151515151,0.5828460038986354
500000005,0.011155442797336504,0.3333333333333333,0.3333333333333333,0.3219298245614035
500100008,0.012969505127730265,0.4132756132756132,0.4132756132756133,0.3833203833203833
500100013,0.006979794995516515,0.1970811051693405,0.1970811051693405,0.18365914786967416
500100014,0.007458268450886474,0.2852564102564103,0.2852564102564103,0.2738095238095238
500100028,0.05713153309388836,0.4455128205128205,0.44551282051282054,0.44371980676328504
500100037,0.016024689666781864,0.3,0.3,0.2916666666666667
500100046,0.046363544047066274,0.42586279461279464,0.4258627946127946,0.42243353481743573
500100047,0.0879114193842991,0.42820512820512824,0.42820512820512824,0.42318840579710143
500100051,0.009475952571763282,0.21188811188811188,0.21188811188811188,0.2099723947550034
