QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146002,0.18850650280259365,0.4753683816183816,0.4753683816183816,0.4647676800636784
1146004,0.12717322627452438,0.313159811321576,0.313159811321576,0.3078276089258413
1173003,0.04392405506749007,0.2762301587301587,0.2762301587301587,0.263018648018648
1173004,0.006450510724637498,0.24603174603174605,0.24603174603174596,0.24305555555555555
1173005,0.049063088221566055,0.2878879892037786,0.2878879892037786,0.2655796819532966
1213249,0.05936564097785946,0.43529411764705883,0.43529411764705883,0.4324324324324324
500000005,0.1680980404505297,0.5035714285714286,0.5035714285714287,0.5022619047619048
500100002,0.015187727708507551,0.23507453194953193,0.23507453194953193,0.22863514829449758
500100006,0.06998653085364223,0.431777713027713,0.43177771302771295,0.4256810581408441
500100009,0.05007582581103625,0.41518428661285817,0.415184286612858,0.39837751950328415
500100010,0.09398272132132826,0.3755027157061655,0.3755027157061655,0.3737829029375237
500100012,0.06101640358724143,0.35541666666666666,0.35541666666666666,0.3447727272727273
500100015,0.017328679513998628,0.5,0.5,0.5
500100016,0.04418068151897825,0.34597222222222224,0.34597222222222224,0.33163029494298846
500100017,0.02430017021325916,0.4182299182299182,0.4182299182299183,0.40704214599320004
500100019,0.010721119351485469,0.20487528344671202,0.20487528344671196,0.19452619186144174
500100020,0.034572087272085175,0.31354636591478696,0.31354636591478696,0.30629103211560843
500100021,0.08463970585510043,0.38559607059607065,0.38559607059607076,0.3824362926391912
500100022,0.02661131029021828,0.28719544344544345,0.28719544344544345,0.28038111148182054
500100029,0.10278296085439417,0.48772084591412324,0.4877208459141232,0.4727377605825601
500100031,0.11820056795037734,0.3956658420944135,0.39566584209441347,0.3886985023500224
500100033,0.03327581317335065,0.2905873888016745,0.2905873888016745,0.28301421682374056
500100034,0.24361147110831047,0.674013949013949,0.674013949013949,0.6582564687140451
500100035,0.15710286027317427,0.5447474747474748,0.5447474747474746,0.5403297439910713
500100043,0.020118665550071732,0.35167249417249413,0.3516724941724942,0.3446813296845216
500100044,0.05967631277219158,0.4558928571428571,0.4558928571428572,0.4505065359477124
500100046,0.02208480785960655,0.36441336441336436,0.3644133644133644,0.36117124167467424
500100047,0.008409517659783238,0.3432267732267732,0.3432267732267732,0.336817406804619
500100048,0.030403641285412293,0.306380772005772,0.306380772005772,0.29793598276017563
500100051,0.01480107757401201,0.41142195767195766,0.41142195767195766,0.4037036119232916
500100056,0.00852959784621861,0.28928571428571426,0.28928571428571426,0.28595582092486116
500100057,0.024579186852089093,0.2598748473748474,0.25987484737484734,0.2567035035358017
500100058,0.11911566732539246,0.4945767195767195,0.49457671957671956,0.49022939273021005
500100059,0.0859341401655392,0.41904623154623155,0.41904623154623155,0.4101042767845644
500100060,0.20038259514653906,0.5147907647907647,0.5147907647907647,0.5113455331703352
500100061,0.03431991952756267,0.3670226070226071,0.36702260702260703,0.3597990144443234
500100063,0.009956100568909087,0.2881024531024531,0.2881024531024531,0.27836939893968654
500100064,0.00802864277565488,0.26366071428571425,0.26366071428571425,0.23631484524807983
500100065,0.17121903101733255,0.5393356643356644,0.5393356643356645,0.5353921578766299
