QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,0.0,0.0,0.05212839738610676,3.90521352220561e-05
1146004,0.0,0.0,0.0,0.0
1173001,,,,
1173002,,,,
1173003,0.09523809523809523,0.09047619047619046,0.06780631026619392,0.000493151676913141
1173004,0.0,0.0,0.06361795233277363,1.4257072912400966e-05
1173005,0.0,0.0,0.05895066002102858,0.0003717472828419901
1213249,0.0,0.0,0.14968995393085666,0.020654220723064564
1433792,,,,
5100002,,,,
5100003,,,,
500000002,,,,
500000003,,,,
500000005,0.10526315789473684,0.09941520467836257,0.18968328061989714,0.008305663108633532
500100002,0.0,0.0,0.15924082723302788,0.009597831688644353
500100003,,,,
500100004,,,,
500100005,,,,
500100006,0.1111111111111111,0.1045751633986928,0.1943006381935184,0.006326992806853556
500100007,,,,
500100008,,,,
500100009,0.0,0.0,0.060043156929579566,0.00016039713962820185
500100010,0.09103328201579862,0.08072383275935648,0.06725457244077529,0.00038429379253286113
500100011,,,,
500100012,0.009308243527647581,0.0017328679513998614,0.04433691958599424,0.00025661287102700457
500100013,,,,
500100014,,,,
500100015,0.0,0.0,1.1562865089596208e-07,8.021990944812163e-14
500100016,0.037037037037037035,0.037037037037037035,0.16515507954530304,0.008822387824999788
500100017,0.0,0.0,0.16469462567965693,0.025667849972714988
500100018,,,,
500100019,0.4,0.26666666666666666,0.06036684103994277,0.0027123649730907812
500100020,0.2,0.17777777777777784,0.21970910324565374,0.01210966768464082
500100021,0.0,0.0,0.13030455263516377,0.012211943486160337
500100022,0.46153846153846156,0.2692307692307692,0.11136487895285307,0.0027012710629265944
500100023,,,,
500100024,,,,
500100025,,,,
500100026,,,,
500100027,,,,
500100028,,,,
500100029,0.0,0.0,0.17704249867836236,0.00631156520495344
500100030,,,,
500100031,0.05,0.04999999999999999,0.05479156740803288,0.0006296721054487505
500100032,,,,
500100033,0.31847644936621233,0.21086868384887678,0.15479355029317374,0.0032604117429158442
500100034,0.09148864940706022,0.06741158025007674,0.43005241353561224,0.0032249160039760443
500100035,0.03154423773346387,0.005346142048039445,0.28815687010776964,0.007989479341084977
500100036,,,,
500100037,,,,
500100038,,,,
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,0.08333333333333333,0.07971014492753623,0.2127848283643113,0.02111755546731144
500100044,0.0,0.0,0.11097537545039807,0.001816089735787154
500100045,,,,
500100046,0.0,0.0,0.06491048886150841,0.0017817609489670454
500100047,0.0,0.0,0.07236950768742453,0.002012481808224721
500100048,0.040188550936847936,0.014296868206854886,0.20786819453156702,0.019274032623974702
500100049,,,,
500100050,,,,
500100051,0.0625,0.0625,0.2503367828237683,0.009916141740571033
500100052,,,,
500100053,,,,
500100054,,,,
500100055,,,,
500100056,0.0,0.0,0.13123774181012618,0.004447801532710548
500100057,0.0,0.0,0.21234658808968088,0.013215947516750768
500100058,0.01973662551564982,0.004517879896131645,0.20681666201211085,0.005153994449485333
500100059,0.0,0.0,0.18933213913541883,0.006666624388840781
500100060,0.0,0.0,0.29590743295768834,0.007143665697832722
500100061,0.2689636900240414,0.19867289219758993,0.09023581321532521,0.004290967549041412
500100062,,,,
500100063,0.05260027315637429,0.03682425852541398,0.1669139436760271,0.01165877509258324
500100064,0.6,0.2526315789473685,0.18185271222495064,0.03644020596526338
500100065,0.0,0.0,0.2508231599268497,0.013059457429927776
500100066,,,,
