ID,GENERATED,GROUND_TRUTH,R1_PRECISION,R1_RECALL,R1_F1_SCORE,R2_PRECISION,R2_RECALL,R2_F1_SCORE,RL_PRECISION,RL_RECALL,RL_F1_SCORE
0,What type of feedback mechanisms do you currently use to provide input to leadership?,What is your role in the company?,0.07142857142857142,0.14285714285714285,0.09523809523809523,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.09523809523809523
0,What type of feedback mechanisms do you currently use to provide input to leadership?,How frequently do you receive feedback on your performance or work within the company?,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.14285714285714285
0,What type of feedback mechanisms do you currently use to provide input to leadership?,Do you feel comfortable providing feedback to your manager or colleagues?,0.35714285714285715,0.45454545454545453,0.4,0.07692307692307693,0.1,0.08695652173913043,0.2857142857142857,0.36363636363636365,0.32
0,What type of feedback mechanisms do you currently use to provide input to leadership?,Are feedback sessions or discussions constructive and helpful in guiding your performance or work?,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142
0,What type of feedback mechanisms do you currently use to provide input to leadership?,What improvements or changes would you suggest to enhance feedback mechanisms within the company?,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.21428571428571427,0.21428571428571427,0.21428571428571427
0,What type of feedback mechanisms do you currently use to provide input to leadership?,How can the company encourage a culture of open feedback and communication among employees?,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
0,What type of feedback mechanisms do you currently use to provide input to leadership?,Any additional comments or suggestions regarding feedback mechanisms?,0.14285714285714285,0.25,0.18181818181818182,0.07692307692307693,0.14285714285714285,0.1,0.14285714285714285,0.25,0.18181818181818182
1,How often do you receive feedback from leadership?,What is your role in the company?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,How often do you receive feedback from leadership?,How frequently do you receive feedback on your performance or work within the company?,0.625,0.35714285714285715,0.45454545454545453,0.42857142857142855,0.23076923076923078,0.3,0.625,0.35714285714285715,0.45454545454545453
1,How often do you receive feedback from leadership?,Do you feel comfortable providing feedback to your manager or colleagues?,0.375,0.2727272727272727,0.3157894736842105,0.14285714285714285,0.1,0.11764705882352941,0.375,0.2727272727272727,0.3157894736842105
1,How often do you receive feedback from leadership?,Are feedback sessions or discussions constructive and helpful in guiding your performance or work?,0.125,0.07142857142857142,0.09090909090909091,0.0,0.0,0.0,0.125,0.07142857142857142,0.09090909090909091
1,How often do you receive feedback from leadership?,What improvements or changes would you suggest to enhance feedback mechanisms within the company?,0.25,0.14285714285714285,0.18181818181818182,0.0,0.0,0.0,0.25,0.14285714285714285,0.18181818181818182
1,How often do you receive feedback from leadership?,How can the company encourage a culture of open feedback and communication among employees?,0.25,0.14285714285714285,0.18181818181818182,0.0,0.0,0.0,0.25,0.14285714285714285,0.18181818181818182
1,How often do you receive feedback from leadership?,Any additional comments or suggestions regarding feedback mechanisms?,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.125
2,Do you feel that the feedback mechanisms in place are effective in addressing your concerns and suggestions?,What is your role in the company?,0.17647058823529413,0.42857142857142855,0.25,0.0,0.0,0.0,0.058823529411764705,0.14285714285714285,0.08333333333333333
2,Do you feel that the feedback mechanisms in place are effective in addressing your concerns and suggestions?,How frequently do you receive feedback on your performance or work within the company?,0.29411764705882354,0.35714285714285715,0.3225806451612903,0.0625,0.07692307692307693,0.06896551724137931,0.23529411764705882,0.2857142857142857,0.2580645161290323
2,Do you feel that the feedback mechanisms in place are effective in addressing your concerns and suggestions?,Do you feel comfortable providing feedback to your manager or colleagues?,0.29411764705882354,0.45454545454545453,0.35714285714285715,0.125,0.2,0.15384615384615385,0.29411764705882354,0.45454545454545453,0.35714285714285715
