QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,True,False,Expecting property name enclosed in double quotes: line 1 column 206 (char 205),-1,-1,0,0,0,-1,0,0
1146004,True,False,Expecting ':' delimiter: line 1 column 153 (char 152),-1,-1,0,0,0,-1,0,0
1173001,True,False,Expecting ':' delimiter: line 1 column 110 (char 109),-1,-1,0,0,0,-1,0,0
1173002,True,False,Expecting property name enclosed in double quotes: line 1 column 221 (char 220),-1,-1,0,0,0,-1,0,0
1173003,True,False,Expecting ':' delimiter: line 1 column 80 (char 79),-1,-1,0,0,0,-1,0,0
1173004,True,False,Expecting ':' delimiter: line 1 column 86 (char 85),-1,-1,0,0,0,-1,0,0
1173005,True,False,Expecting value: line 1 column 71 (char 70),-1,-1,0,0,0,-1,0,0
1213249,True,False,Expecting value: line 1 column 93 (char 92),-1,-1,0,0,0,-1,0,0
1433792,True,False,Expecting ':' delimiter: line 1 column 81 (char 80),-1,-1,0,0,0,-1,0,0
5100002,True,False,Expecting value: line 1 column 88 (char 87),-1,-1,0,0,0,-1,0,0
5100003,True,False,Expecting value: line 1 column 77 (char 76),-1,-1,0,0,0,-1,0,0
500000002,True,False,Expecting ':' delimiter: line 1 column 152 (char 151),-1,-1,0,0,0,-1,0,0
500000003,True,False,Expecting value: line 1 column 87 (char 86),-1,-1,0,0,0,-1,0,0
500000005,True,False,"Expecting ',' delimiter: line 1 column 112 (char 111)",-1,-1,0,0,0,-1,0,0
500100002,True,False,Expecting property name enclosed in double quotes: line 1 column 168 (char 167),-1,-1,0,0,0,-1,0,0
500100003,True,False,Expecting ':' delimiter: line 1 column 89 (char 88),-1,-1,0,0,0,-1,0,0
500100004,True,False,Expecting ':' delimiter: line 1 column 110 (char 109),-1,-1,0,0,0,-1,0,0
500100005,True,False,"Expecting ',' delimiter: line 1 column 99 (char 98)",-1,-1,0,0,0,-1,0,0
500100006,True,False,Expecting ':' delimiter: line 1 column 78 (char 77),-1,-1,0,0,0,-1,0,0
500100007,True,False,Expecting property name enclosed in double quotes: line 1 column 162 (char 161),-1,-1,0,0,0,-1,0,0
500100008,True,False,Expecting ':' delimiter: line 1 column 148 (char 147),-1,-1,0,0,0,-1,0,0
500100009,True,False,Expecting property name enclosed in double quotes: line 1 column 221 (char 220),-1,-1,0,0,0,-1,0,0
500100010,True,False,Expecting value: line 1 column 83 (char 82),-1,-1,0,0,0,-1,0,0
500100011,True,False,Expecting ':' delimiter: line 1 column 88 (char 87),-1,-1,0,0,0,-1,0,0
500100012,True,False,Invalid control character at: line 1 column 117 (char 116),-1,-1,0,0,0,-1,0,0
