ID,QUESTION_ID,GENERATED,GROUND_TRUTH,R1_PRECISION,R1_RECALL,R1_F1_SCORE,R2_PRECISION,R2_RECALL,R2_F1_SCORE,RL_PRECISION,RL_RECALL,RL_F1_SCORE
0,0.0,Excellent,Excellent,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0,0.0,Excellent,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,Excellent,Bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,Excellent,Worst. If yes why?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,Good,Excellent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,Good,Good,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1,0.0,Good,Bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,Good,Worst. If yes why?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,Fair,Excellent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,Fair,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,Fair,Bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,Fair,Worst. If yes why?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,Poor,Excellent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,Poor,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,Poor,Bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,Poor,Worst. If yes why?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,The instructor's expertise,Laptop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,The instructor's expertise,Tablet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,The instructor's expertise,Smartphone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,The instructor's expertise,Monitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,The instructor's expertise,Keyboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,The course materials,Laptop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,The course materials,Tablet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,The course materials,Smartphone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,The course materials,Monitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,The course materials,Keyboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,The interaction with peers,Laptop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,The interaction with peers,Tablet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,The interaction with peers,Smartphone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,The interaction with peers,Monitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,The interaction with peers,Keyboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,The flexibility of the course,Laptop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,The flexibility of the course,Tablet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,The flexibility of the course,Smartphone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,The flexibility of the course,Monitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,The flexibility of the course,Keyboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
