QUESTIONNAIRE_ID,SAMPLE_QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146002,500100053,0.01795885959701634,0.16406733147804578,0.13784498448502208,0.1441380583875785
1173001,500100036,0.008815796686372186,0.13680746336996336,0.113371003996004,0.12279445702234526
1173002,1173005,0.00537274610942224,0.14279263220439692,0.20160714285714282,0.15904639147806382
1173003,500100064,0.009804020481928374,0.18975558754970517,0.16910019804756649,0.17246484235486453
1173005,500100003,0.030323650956070897,0.19109432234432233,0.16353553921568625,0.16505538098832756
1213249,500100050,0.006872693476213958,0.23833333333333334,0.22732843137254904,0.2268646372201153
5100002,500100020,0.011850285219163125,0.20238018925518922,0.16885477582846004,0.1813209850789326
5100003,1213249,0.006899462174783544,0.15376984126984128,0.16145833333333331,0.14723193473193474
500000002,500100004,0.011446417341416762,0.2473136431469765,0.18964997930990576,0.20331428496539944
500000003,500100041,0.004678636453053863,0.17864635364635365,0.1328020695023871,0.14253876028916362
500000005,500100022,0.006220841272038429,0.20276546982429336,0.1818681318681319,0.18520124336648092
500100002,500100008,0.00969610583426885,0.17056429924850974,0.16237860246269645,0.1567010939713196
500100004,500100032,0.014288899539804719,0.1800527061786253,0.22170307990620491,0.19416992776000241
500100005,500100021,0.018457401530796738,0.19465458783640605,0.17214274111203934,0.17882565321151245
500100006,500100037,0.013916250837537846,0.1294495070755575,0.1501218688718689,0.13282618583724295
500100007,500100006,0.011921574383357428,0.1758230085611038,0.16208610613372518,0.1608363729861342
500100008,500100025,0.012132699755538672,0.14190359477124184,0.1664439745196324,0.14673173376444065
500100009,500100035,0.01701505574643422,0.16742010906926874,0.18925029219146866,0.17565124579139954
500100010,500100037,0.007165804873496457,0.13746420246420246,0.143531795585367,0.13601496585821832
500100011,500100005,0.005516325898523269,0.15351348987712624,0.14705140703358172,0.1427658201801266
500100013,500100023,0.018335978864122995,0.19446470196470192,0.20744897959183672,0.18478957764511833
500100014,500100057,0.0069325645440089555,0.200007759514062,0.21626011832778752,0.19894854940138654
500100015,500100039,0.030646223090894726,0.18027805527805527,0.16142824946070383,0.16610489221530494
500100016,500100011,0.009420216863273044,0.22341979008645677,0.18796457536653616,0.19086347984048102
500100017,500100034,0.006186465087737782,0.16305916305916307,0.12504509379509376,0.13967807089088555
500100018,500100010,0.027587189973936294,0.1751754418421085,0.15888669609257844,0.16017540578545691
500100019,500100064,0.021769505768003107,0.2280168640882927,0.22490542039414219,0.2184639316008496
500100020,500100052,0.005377058173911578,0.12174603174603171,0.193858189429618,0.1446299309948424
500100021,500100050,0.011068384795592186,0.20893365893365895,0.21568043884220353,0.20532914479595432
500100022,500100022,0.01633531874590452,0.2436339920583618,0.28829520819316734,0.2576158993902301
500100023,500000002,0.006806594621660157,0.16451215903027877,0.23784135011813579,0.19021356974337392
500100024,500100018,0.006233922342944448,0.16220338303671633,0.17145796590241033,0.15589842387126873
500100025,500100060,0.0100494379659636,0.16577380952380952,0.2161180337519623,0.18246728695400158
500100026,500100011,0.015557979070625593,0.15739633822967156,0.13670142856417364,0.13743430622479832
500100028,500100033,0.030903265925381,0.1915418115298067,0.19936467935930885,0.1918066305888383
500100029,500100065,0.014990049987597141,0.18499060463346179,0.16880341880341881,0.17381533035346644
500100030,500100044,0.009361323068041497,0.22628954378954375,0.2223743386243386,0.21761989153435451
500100031,5100002,0.007762235568165267,0.14954321472178614,0.16706672956672955,0.15378724347489311
500100032,500100020,0.006072772701433837,0.15080330209006682,0.169331983805668,0.15709261889758774
500100033,1433792,0.0052809632945171395,0.13933982683982682,0.124158460587032,0.12933202636748586
500100034,500100050,0.0055576867608802425,0.1834615384615385,0.14481598194833492,0.1560586228178765
500100035,500100059,0.007783768579392505,0.1509612098427888,0.13148526077097505,0.13521157532848488
500100036,500100056,0.008645815200432618,0.18280372405372405,0.16420238095238093,0.1641625079962215
500100037,500100057,0.026021164247360437,0.17531642838357628,0.21390800391874504,0.18877576812148306
500100038,500100044,0.007040210766977545,0.14543417366946784,0.2335714285714286,0.1764159036380087
500100039,500100017,0.02706020723453283,0.18849648084341963,0.18092366816856612,0.179796872448059
500100041,500100058,0.008849377480863856,0.13842483274301454,0.16636242545333457,0.1465225898198479
500100042,500100048,0.01408264428913758,0.19281673187923187,0.17547184739280328,0.17622312094936138
500100043,1433792,0.004381725622173904,0.07631313131313132,0.08280036630036629,0.07667192341225325
500100044,500100047,0.006206304489648513,0.13484848484848486,0.0889047619047619,0.10554438022355642
500100046,500100060,0.007399651722063399,0.16887626262626262,0.1927391061319633,0.17565767335869847
500100047,500100050,0.02777480155610822,0.2729249084249084,0.30296918767507003,0.2772867649677026
500100048,500100028,0.014761723049432973,0.19435735333094278,0.1665872392913209,0.17445848268160355
500100049,500100036,0.011859211364175845,0.15976049959457464,0.18845772283272286,0.1714436046796567
500100050,500100037,0.009461466437656739,0.11278419059931666,0.16878429110571966,0.13129128346118915
500100053,500100014,0.022473683785027145,0.18222970816481046,0.23285714285714282,0.19091942397649933
500100055,500100066,0.008576640264102906,0.1960111317254174,0.15962773998488286,0.166232932179348
