ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,How would you rate the overall clarity of the roadmap?,What is your role in the company?,0.050580904312838224
0,How would you rate the overall clarity of the roadmap?,Do you feel that the roadmap planning process adequately considers input from all relevant stakeholders?,0.04338647298820589
0,How would you rate the overall clarity of the roadmap?,How involved do you feel in the roadmap planning process within your team or department?,0.053137360280074854
0,How would you rate the overall clarity of the roadmap?,How would you rate the clarity of the goals and objectives outlined in the roadmap?,0.5074599578489022
0,How would you rate the overall clarity of the roadmap?,What improvements would you suggest to enhance the roadmap planning process in the future?,0.14131587378276944
1,What are your top three priorities for the next quarter?,What is your role in the company?,0.08760869616261553
1,What are your top three priorities for the next quarter?,Do you feel that the roadmap planning process adequately considers input from all relevant stakeholders?,0.030678869261727353
1,What are your top three priorities for the next quarter?,How involved do you feel in the roadmap planning process within your team or department?,0.04338647298820589
1,What are your top three priorities for the next quarter?,How would you rate the clarity of the goals and objectives outlined in the roadmap?,0.030678869261727353
1,What are your top three priorities for the next quarter?,What improvements would you suggest to enhance the roadmap planning process in the future?,0.04794946818443979
2,How would you rate the level of detail provided in the roadmap?,What is your role in the company?,0.12309149097933275
2,How would you rate the level of detail provided in the roadmap?,Do you feel that the roadmap planning process adequately considers input from all relevant stakeholders?,0.04778696521938937
2,How would you rate the level of detail provided in the roadmap?,How involved do you feel in the roadmap planning process within your team or department?,0.13557181477353206
2,How would you rate the level of detail provided in the roadmap?,How would you rate the clarity of the goals and objectives outlined in the roadmap?,0.4981226545474017
2,How would you rate the level of detail provided in the roadmap?,What improvements would you suggest to enhance the roadmap planning process in the future?,0.23298642673655665
3,What do you think is the most important aspect of the roadmap that was not addressed?,What is your role in the company?,0.058870501125773717
3,What do you think is the most important aspect of the roadmap that was not addressed?,Do you feel that the roadmap planning process adequately considers input from all relevant stakeholders?,0.12909944487358058
3,What do you think is the most important aspect of the roadmap that was not addressed?,How involved do you feel in the roadmap planning process within your team or department?,0.1825741858350554
3,What do you think is the most important aspect of the roadmap that was not addressed?,How would you rate the clarity of the goals and objectives outlined in the roadmap?,0.12909944487358058
3,What do you think is the most important aspect of the roadmap that was not addressed?,What improvements would you suggest to enhance the roadmap planning process in the future?,0.14433756729740646
