ID,GENERATED,GROUND_TRUTH,R1_PRECISION,R1_RECALL,R1_F1_SCORE,R2_PRECISION,R2_RECALL,R2_F1_SCORE,RL_PRECISION,RL_RECALL,RL_F1_SCORE
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Has always a positive attitude with collagues,0.05263157894736842,0.14285714285714285,0.07692307692307693,0.0,0.0,0.0,0.05263157894736842,0.14285714285714285,0.07692307692307693
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Takes the risk to decide for the Team,0.05263157894736842,0.125,0.07407407407407407,0.0,0.0,0.0,0.05263157894736842,0.125,0.07407407407407407
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Takes initiative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Is attentive to details,0.05263157894736842,0.25,0.08695652173913043,0.0,0.0,0.0,0.05263157894736842,0.25,0.08695652173913043
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Also suitable to work in this area,0.10526315789473684,0.2857142857142857,0.15384615384615385,0.0,0.0,0.0,0.10526315789473684,0.2857142857142857,0.15384615384615385
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Readiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Areas of improvements,0.05263157894736842,0.3333333333333333,0.09090909090909091,0.0,0.0,0.0,0.05263157894736842,0.3333333333333333,0.09090909090909091
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Development initiatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,This employee has the potential to be a team leader,Has always a positive attitude with collagues,0.2,0.2857142857142857,0.23529411764705882,0.0,0.0,0.0,0.2,0.2857142857142857,0.23529411764705882
1,This employee has the potential to be a team leader,Takes the risk to decide for the Team,0.3,0.375,0.33333333333333326,0.0,0.0,0.0,0.3,0.375,0.33333333333333326
1,This employee has the potential to be a team leader,Takes initiative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,This employee has the potential to be a team leader,Is attentive to details,0.1,0.25,0.14285714285714288,0.0,0.0,0.0,0.1,0.25,0.14285714285714288
1,This employee has the potential to be a team leader,Also suitable to work in this area,0.2,0.2857142857142857,0.23529411764705882,0.0,0.0,0.0,0.1,0.14285714285714285,0.11764705882352941
1,This employee has the potential to be a team leader,Readiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,This employee has the potential to be a team leader,Areas of improvements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,This employee has the potential to be a team leader,Development initiatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,This employee is able to handle a more responsible position,Has always a positive attitude with collagues,0.2,0.2857142857142857,0.23529411764705882,0.0,0.0,0.0,0.2,0.2857142857142857,0.23529411764705882
2,This employee is able to handle a more responsible position,Takes the risk to decide for the Team,0.1,0.125,0.11111111111111112,0.0,0.0,0.0,0.1,0.125,0.11111111111111112
2,This employee is able to handle a more responsible position,Takes initiative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,This employee is able to handle a more responsible position,Is attentive to details,0.2,0.5,0.28571428571428575,0.0,0.0,0.0,0.2,0.5,0.28571428571428575
2,This employee is able to handle a more responsible position,Also suitable to work in this area,0.2,0.2857142857142857,0.23529411764705882,0.0,0.0,0.0,0.1,0.14285714285714285,0.11764705882352941
2,This employee is able to handle a more responsible position,Readiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,This employee is able to handle a more responsible position,Areas of improvements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,This employee is able to handle a more responsible position,Development initiatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,This employee has the ability to work independently,Has always a positive attitude with collagues,0.125,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.125,0.14285714285714285,0.13333333333333333
3,This employee has the ability to work independently,Takes the risk to decide for the Team,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25
3,This employee has the ability to work independently,Takes initiative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,This employee has the ability to work independently,Is attentive to details,0.125,0.25,0.16666666666666666,0.0,0.0,0.0,0.125,0.25,0.16666666666666666
3,This employee has the ability to work independently,Also suitable to work in this area,0.375,0.42857142857142855,0.39999999999999997,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.25,0.2857142857142857,0.26666666666666666
3,This employee has the ability to work independently,Readiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,This employee has the ability to work independently,Areas of improvements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,This employee has the ability to work independently,Development initiatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,This employee is able to learn new skills quickly,Has always a positive attitude with collagues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,This employee is able to learn new skills quickly,Takes the risk to decide for the Team,0.1111111111111111,0.125,0.11764705882352941,0.0,0.0,0.0,0.1111111111111111,0.125,0.11764705882352941
4,This employee is able to learn new skills quickly,Takes initiative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,This employee is able to learn new skills quickly,Is attentive to details,0.2222222222222222,0.5,0.30769230769230765,0.0,0.0,0.0,0.2222222222222222,0.5,0.30769230769230765
4,This employee is able to learn new skills quickly,Also suitable to work in this area,0.2222222222222222,0.2857142857142857,0.25,0.0,0.0,0.0,0.1111111111111111,0.14285714285714285,0.125
4,This employee is able to learn new skills quickly,Readiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,This employee is able to learn new skills quickly,Areas of improvements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,This employee is able to learn new skills quickly,Development initiatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
