QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146004,0.1676473226929078,0.6412698412698412,0.6412698412698413,0.6139153136837886
500000002,0.10248743518642893,0.3659511784511785,0.3659511784511784,0.3619062711416999
500100006,0.0088924995939559,0.2623076923076923,0.2623076923076923,0.2573877080129604
500100007,0.02142261341009643,0.24968919968919964,0.24968919968919964,0.24424049803912506
500100012,0.017505685487074762,0.25011655011655015,0.25011655011655015,0.24407322654462243
500100037,0.1258311189463336,0.47143162393162397,0.47143162393162397,0.4648106875203649
500100047,0.11577543038833837,0.48992424242424243,0.48992424242424254,0.4844469218382262
500100051,0.12592623992658988,0.4372029114676173,0.4372029114676173,0.4295726923415095
500100052,0.09591102644665273,0.44502719502719507,0.4450271950271951,0.44040506201925494
500100053,0.047220580877255995,0.3733874458874459,0.3733874458874459,0.3529560168731202
500100054,0.13270821493289628,0.4473039215686274,0.4473039215686274,0.43566618566618565
500100055,0.028453203784019533,0.37827311577311573,0.3782731157731158,0.3704038840416549
500100063,0.2622469066259507,0.7786195286195287,0.7786195286195288,0.7747435122721164
500100064,0.016255876917793736,0.30376623376623374,0.3037662337662338,0.282531691257296
500100065,0.01752539442739992,0.34843915343915344,0.34843915343915355,0.3364505721316868
500100066,0.03624550838071344,0.49041666666666667,0.49041666666666667,0.4632805429864254
